center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
2,-15.0,,581,581,0,,,,,100,0,,,,,c+2,negs,0.75,period,1.1555982079880778,None,None,,,,,,,,,,,0,581,581,481,1429.358398500015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429.3494622500148,1429.358398500015,1430.0919937920116,1430.0919937920116,1430.0919937920116,1430.165021334018,1430.165021334018,1430.165021334018,1430.5177287090046,period,1.1555982079880778,None,1430.5178752090142,1430.517924209009,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
4,15.0,,582,582,0,,,,,100,0,,,,,c+4,poss,0.75,z,1.485411917004967,None,None,,,,,,,,,,,0,582,582,140,1430.529093042016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430.5201766250248,1430.529093042016,1431.2683565840125,1431.2683565840125,1431.2683565840125,1431.343478625,1431.343478625,1431.343478625,1432.0178454590205,z,1.485411917004967,None,1432.0179456670012,1432.0179844170052,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,0.0,,583,583,0,,,,,0,100,,,,,c-2,noss,1.0,z,1.6457642079913057,None,None,,,,,,,,,,,0,583,583,572,1432.0289270840003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432.0199036670092,1432.0289270840003,1433.01837062501,1433.01837062501,1433.01837062501,1433.0933042920078,1433.0933042920078,1433.0933042920078,1433.6791092090134,z,1.6457642079913057,None,1433.6792073750112,1433.6792468340136,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,-15.0,,584,584,0,,,,,100,0,,,,,c+0,negs,1.25,period,1.5972838329907972,None,None,,,,,,,,,,,0,584,584,452,1433.6896422090067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1433.681175292004,1433.6896422090067,1434.9254946670262,1434.9254946670262,1434.9254946670262,1434.9985824169999,1434.9985824169999,1434.9985824169999,1435.296283208998,period,1.5972838329907972,None,1435.2964526670112,1435.296511500026,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,15.0,,585,585,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.4021544589777477,None,None,,,,,,,,,,,0,585,585,57,1435.3082578750036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435.2994021250051,1435.3082578750036,1436.0430181250267,1436.0430181250267,1436.0430181250267,1436.114710334019,1436.114710334019,1436.114710334019,1436.7134835000033,z,1.4021544589777477,None,1436.7136087920226,1436.7136606670101,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
4,0.0,,586,586,0,,,,,0,100,,,,,c+4,noss,0.5,period,1.0052628749981523,None,None,,,,,,,,,,,0,586,586,680,1436.7240830000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1436.7157120839984,1436.7240830000082,1437.2097513750196,1437.2097513750196,1437.2097513750196,1437.2827161670139,1437.2827161670139,1437.2827161670139,1437.7339440840005,period,1.0052628749981523,None,1437.7340688750264,1437.7341370420181,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
4,0.0,,587,587,0,,,,,0,100,,,,,c+4,noss,1.25,period,1.7819627919816412,None,None,,,,,,,,,,,0,587,587,707,1437.7454608750122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1437.7362926250207,1437.7454608750122,1438.9859595000162,1438.9859595000162,1438.9859595000162,1439.0604554590245,1439.0604554590245,1439.0604554590245,1439.5302380000066,period,1.7819627919816412,None,1439.530382209021,1439.5304369170044,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,15.0,,588,588,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.389928874996258,None,None,,,,,,,,,,,0,588,588,56,1439.5417042920017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439.5329058339994,1439.5417042920017,1440.2764586250123,1440.2764586250123,1440.2764586250123,1440.3483189590042,1440.3483189590042,1440.3483189590042,1440.934220916999,z,1.389928874996258,None,1440.9343430420267,1440.934390917013,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,15.0,,589,589,0,,,,,100,0,,,,,c+0,poss,1.0,z,1.7990383750002366,None,None,,,,,,,,,,,0,589,589,66,1440.9457477090182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.9367165420263,1440.9457477090182,1441.9369070000248,1441.9369070000248,1441.9369070000248,1442.010526209022,1442.010526209022,1442.010526209022,1442.7506638340128,z,1.7990383750002366,None,1442.750762959011,1442.7508023749979,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,-15.0,,590,590,0,,,,,100,0,,,,,c-2,negs,0.75,period,1.7717971249949187,None,None,,,,,,,,,,,0,590,590,394,1442.7616763340193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1442.752738125011,1442.7616763340193,1443.5034976669995,1443.5034976669995,1443.5034976669995,1443.5772718340158,1443.5772718340158,1443.5772718340158,1444.5450445000024,period,1.7717971249949187,None,1444.5451553750027,1444.5452066670114,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,-15.0,,591,591,0,,,,,100,0,,,,,c+0,negs,0.5,period,1.0666471669974271,None,None,,,,,,,,,,,0,591,591,423,1444.552467750007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444.5471145000192,1444.552467750007,1445.043649459025,1445.043649459025,1445.043649459025,1445.1154537090042,1445.1154537090042,1445.1154537090042,1445.6294063750247,period,1.0666471669974271,None,1445.629506709025,1445.6295465420117,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
4,15.0,,592,592,0,,,,,100,0,,,,,c+4,poss,1.25,period,1.713014375010971,None,None,,,,,,,,,,,0,592,592,166,1445.6403914590192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.631447459018,1445.6403914590192,1446.8767817090265,1446.8767817090265,1446.8767817090265,1446.9488027500047,1446.9488027500047,1446.9488027500047,1447.3632201250002,period,1.713014375010971,None,1447.3633766670246,1447.3634297920216,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-6,-15.0,,593,593,0,,,,,100,0,,,,,c-6,negs,1.0,z,1.5476902909867931,None,None,,,,,,,,,,,0,593,593,316,1447.3752253340208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1447.3665005000075,1447.3752253340208,1448.3592032500019,1448.3592032500019,1448.3592032500019,1448.4321368750243,1448.4321368750243,1448.4321368750243,1448.9294087090238,z,1.5476902909867931,None,1448.9295337920194,1448.9295830000192,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-6,-15.0,,594,594,0,,,,,100,0,,,,,c-6,negs,1.0,z,1.6109260829980485,None,None,,,,,,,,,,,0,594,594,324,1448.9407660000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1448.931913834007,1448.9407660000143,1449.9268773750227,1449.9268773750227,1449.9268773750227,1449.9992957090144,1449.9992957090144,1449.9992957090144,1450.5627490000043,z,1.6109260829980485,None,1450.5628722090041,1450.5629222920106,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-4,0.0,,595,595,0,,,,,0,100,,,,,c-4,noss,1.25,z,1.7713234999973793,None,None,,,,,,,,,,,0,595,595,541,1450.5739882500202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450.5651592920185,1450.5739882500202,1451.8102325000218,1451.8102325000218,1451.8102325000218,1451.8823255840107,1451.8823255840107,1451.8823255840107,1452.3523142090125,z,1.7713234999973793,None,1452.3524410000246,1452.3524917090253,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,15.0,,596,596,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.2068407500046305,None,None,,,,,,,,,,,0,596,596,61,1452.3633913750236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1452.354916250013,1452.3633913750236,1453.1031705840142,1453.1031705840142,1453.1031705840142,1453.1776380420197,1453.1776380420197,1453.1776380420197,1453.5802971250087,z,1.2068407500046305,None,1453.5804407500254,1453.5804914170003,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
8,15.0,,597,597,0,,,,,100,0,,,,,c+8,poss,0.5,period,1.1929089999757707,None,None,,,,,,,,,,,0,597,597,216,1453.5915971670183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453.5827662920055,1453.5915971670183,1454.07689175001,1454.07689175001,1454.07689175001,1454.1488357089984,1454.1488357089984,1454.1488357089984,1454.7963164170214,period,1.1929089999757707,None,1454.7964404170052,1454.7964888340211,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
4,15.0,,598,598,0,,,,,100,0,,,,,c+4,poss,0.75,period,1.6300532500026748,None,None,,,,,,,,,,,0,598,598,146,1454.8074382920167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454.7987169170228,1454.8074382920167,1455.5437089170155,1455.5437089170155,1455.5437089170155,1455.616319334018,1455.616319334018,1455.616319334018,1456.4470200000214,period,1.6300532500026748,None,1456.4471832920099,1456.4472332500154,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
6,15.0,,599,599,0,,,,,100,0,,,,,c+6,poss,0.5,period,1.243024458992295,None,None,,,,,,,,,,,0,599,599,170,1456.4594414590101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456.4504510420084,1456.4594414590101,1456.9430480840092,1456.9430480840092,1456.9430480840092,1457.0167478750227,1457.0167478750227,1457.0167478750227,1457.713283167017,period,1.243024458992295,None,1457.7134072500048,1457.713449584,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,-15.0,,600,600,0,,,,,100,0,,,,,c-2,negs,0.5,period,1.0569414579949807,None,None,,,,,,,,,,,0,600,600,388,1457.7239601670008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1457.7153928750195,1457.7239601670008,1458.2110042500135,1458.2110042500135,1458.2110042500135,1458.282364292012,1458.282364292012,1458.282364292012,1458.7860887499992,period,1.0569414579949807,None,1458.7862143340171,1458.786263625021,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,15.0,,601,601,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.9312491249875166,None,None,,,,,,,,,,,0,601,601,60,1458.7970710000081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458.78847650002,1458.7970710000081,1459.5363593750226,1459.5363593750226,1459.5363593750226,1459.61084579202,1459.61084579202,1459.61084579202,1460.7312198340078,z,1.9312491249875166,None,1460.7313514590205,1460.7314019590267,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,0.0,,602,602,0,,,,,0,100,,,,,c+2,noss,0.5,period,1.1086096249928232,None,None,,,,,,,,,,,0,602,602,635,1460.7426369590103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460.7337572920078,1460.7426369590103,1461.2272389590216,1461.2272389590216,1461.2272389590216,1461.2994056669995,1461.2994056669995,1461.2994056669995,1461.8620155420213,period,1.1086096249928232,None,1461.8620825840044,1461.8621037920238,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
8,15.0,,603,603,0,,,,,100,0,,,,,c+8,poss,0.75,period,2.6747364590119105,None,None,,,,,,,,,,,0,603,603,231,1461.8704239590152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1461.863208750001,1461.8704239590152,1462.610751250002,1462.610751250002,1462.610751250002,1462.6828217500006,1462.6828217500006,1462.6828217500006,1464.55676425001,period,2.6747364590119105,None,1464.5568600840052,1464.5569004999998,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,0.0,,604,604,0,,,,,0,100,,,,,c+0,noss,0.5,period,1.1600450830010232,None,None,,,,,,,,,,,0,604,604,593,1464.5635616670188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464.5588585840014,1464.5635616670188,1465.0527807500039,1465.0527807500039,1465.0527807500039,1465.1280700839998,1465.1280700839998,1465.1280700839998,1465.7299098750227,period,1.1600450830010232,None,1465.7300092920195,1465.7300522500009,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-4,0.0,,605,605,0,,,,,0,100,,,,,c-4,noss,1.0,z,1.5073732500022743,None,None,,,,,,,,,,,0,605,605,533,1465.740774292004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1465.732075625012,1465.740774292004,1466.7275280420145,1466.7275280420145,1466.7275280420145,1466.7995425420231,1466.7995425420231,1466.7995425420231,1467.2522089590202,z,1.5073732500022743,None,1467.2523399170022,1467.252388959023,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,-15.0,,606,606,0,,,,,100,0,,,,,c+2,negs,0.75,period,1.5200094580068253,None,None,,,,,,,,,,,0,606,606,480,1467.2638061670004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1467.2545872920018,1467.2638061670004,1468.0031633340113,1468.0031633340113,1468.0031633340113,1468.0781507500215,1468.0781507500215,1468.0781507500215,1468.786246500007,period,1.5200094580068253,None,1468.7863460840017,1468.786384209001,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-4,-15.0,,607,607,0,,,,,100,0,,,,,c-4,negs,1.0,z,1.6143272500194144,None,None,,,,,,,,,,,0,607,607,361,1468.797221042012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1468.788359459024,1468.797221042012,1469.7854364170053,1469.7854364170053,1469.7854364170053,1469.861337875016,1469.861337875016,1469.861337875016,1470.414181375003,z,1.6143272500194144,None,1470.4143417919986,1470.4143935840111,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,15.0,,608,608,0,,,,,100,0,,,,,c-2,poss,1.25,z,1.7688385829969775,None,None,,,,,,,,,,,0,608,608,32,1470.426088084001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470.4172797500214,1470.426088084001,1471.660977749998,1471.660977749998,1471.660977749998,1471.7327953340136,1471.7327953340136,1471.7327953340136,1472.1979423750017,z,1.7688385829969775,None,1472.1980857090093,1472.1981359590136,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
8,15.0,,609,609,0,,,,,100,0,,,,,c+8,poss,0.75,z,1.8030582499923185,None,None,,,,,,,,,,,0,609,609,230,1472.209384042013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.2003025840095,1472.209384042013,1472.9442853340006,1472.9442853340006,1472.9442853340006,1473.0162112090038,1473.0162112090038,1473.0162112090038,1474.0251172500139,z,1.8030582499923185,None,1474.0252135840128,1474.0252515000175,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,15.0,,610,610,0,,,,,100,0,,,,,c-2,poss,0.5,z,1.0465604579949286,None,None,,,,,,,,,,,0,610,610,5,1474.032313084026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474.0272630000254,1474.032313084026,1474.5210414169997,1474.5210414169997,1474.5210414169997,1474.5950027090148,1474.5950027090148,1474.5950027090148,1475.0813978750084,z,1.0465604579949286,None,1475.0815390839998,1475.0815889590012,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-8,-15.0,,611,611,0,,,,,100,0,,,,,c-8,negs,0.5,z,1.4914328749873675,None,None,,,,,,,,,,,0,611,611,252,1475.09295470902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475.0840335840185,1475.09295470902,1475.577666917001,1475.577666917001,1475.577666917001,1475.6495795420196,1475.6495795420196,1475.6495795420196,1476.5972718750127,z,1.4914328749873675,None,1476.5973974170047,1476.5974480420118,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,0.0,,612,612,0,,,,,0,100,,,,,c+0,noss,1.0,z,2.002955292002298,None,None,,,,,,,,,,,0,612,612,610,1476.6086556670198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476.5998082090227,1476.6086556670198,1477.5946786670247,1477.5946786670247,1477.5946786670247,1477.6677395840234,1477.6677395840234,1477.6677395840234,1478.6144641670107,z,2.002955292002298,None,1478.6146135000163,1478.6146658750076,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
6,15.0,,613,613,0,,,,,100,0,,,,,c+6,poss,1.0,z,1.819087292009499,None,None,,,,,,,,,,,0,613,613,196,1478.6266685000155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1478.617494459002,1478.6266685000155,1479.611252667004,1479.611252667004,1479.611252667004,1479.6835410000058,1479.6835410000058,1479.6835410000058,1480.4492588340072,z,1.819087292009499,None,1480.449381250015,1480.4494257090264,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
4,15.0,,614,614,0,,,,,100,0,,,,,c+4,poss,1.25,z,1.7451101669867057,None,None,,,,,,,,,,,0,614,614,164,1480.4604388340085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480.4514865840029,1480.4604388340085,1481.6945940420264,1481.6945940420264,1481.6945940420264,1481.766456000012,1481.766456000012,1481.766456000012,1482.2146392500144,z,1.7451101669867057,None,1482.2148005840136,1482.214855416998,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,-15.0,,615,615,0,,,,,100,0,,,,,c+0,negs,0.75,period,1.4123034160002135,None,None,,,,,,,,,,,0,615,615,433,1482.2269052500196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1482.2177402090165,1482.2269052500196,1482.9612522500101,1482.9612522500101,1482.9612522500101,1483.0335883340158,1483.0335883340158,1483.0335883340158,1483.6451215000125,period,1.4123034160002135,None,1483.6451721250196,1483.6451930420008,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,-15.0,,616,616,0,,,,,100,0,,,,,c-2,negs,1.0,period,1.6438759999873582,None,None,,,,,,,,,,,0,616,616,409,1483.6516865000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1483.645910250023,1483.6516865000012,1484.6449154590082,1484.6449154590082,1484.6449154590082,1484.7178027920017,1484.7178027920017,1484.7178027920017,1485.298854667024,period,1.6438759999873582,None,1485.2989995420212,1485.299050875008,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
8,15.0,,617,617,0,,,,,100,0,,,,,c+8,poss,1.25,period,1.8600398330017924,None,None,,,,,,,,,,,0,617,617,251,1485.3105867920094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.3016714170226,1485.3105867920094,1486.5447807500022,1486.5447807500022,1486.5447807500022,1486.6170126250072,1486.6170126250072,1486.6170126250072,1487.1805634589982,period,1.8600398330017924,None,1487.1806898750074,1487.1807396670047,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
