center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,surr_opacity,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
0,15.0,,777,777,0,,,,,,,,,,c+0,poss,100,left,1.070330707996618,None,None,,,,,,,,,,,0,777,777,96,1790.8501995000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790.8421724169966,1790.8501995000042,1791.336569041996,1791.336569041996,1791.4085693330053,1791.4085693330053,1791.9232332080064,left,1.070330707996618,None,1791.9233736670067,1791.9234323329947,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,0.0,,778,778,0,,,,,,,,,,c-4,noss,0,left,1.1923517500108574,None,None,,,,,,,,,,,0,778,778,681,1791.9341175829977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1791.925751291994,1791.9341175829977,1792.4199157920011,1792.4199157920011,1792.4939114170047,1792.4939114170047,1793.1297196250016,left,1.1923517500108574,None,1793.1298573750028,1793.1299143750002,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,-15.0,,779,779,0,,,,,,,,,,c+0,negs,100,right,1.2670842079969589,None,None,,,,,,,,,,,0,779,779,597,1793.1397477079954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1793.1319990419943,1793.1397477079954,1793.6291637080067,1793.6291637080067,1793.7036313750068,1793.7036313750068,1794.4115459170062,right,1.2670842079969589,None,1794.4116706669956,1794.4117246250025,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
1,0.0,,780,780,0,,,,,,,,,,c+1,noss,0,right,1.5988761659973534,None,None,,,,,,,,,,,0,780,780,869,1794.4221227919988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1794.4137663329966,1794.4221227919988,1794.9124922919946,1794.9124922919946,1794.9872268749968,1794.9872268749968,1796.0235770000072,right,1.5988761659973534,None,1796.023716625008,1796.023772749999,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-6,-15.0,,781,781,0,,,,,,,,,,c-6,negs,100,left,1.213038375004544,None,None,,,,,,,,,,,0,781,781,402,1796.0341553749968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1796.026008541994,1796.0341553749968,1796.5201577500047,1796.5201577500047,1796.592244958003,1796.592244958003,1797.256466333005,left,1.213038375004544,None,1797.256627667004,1797.2566817080005,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,-15.0,,782,782,0,,,,,,,,,,c+0,negs,100,left,1.1474429999943823,None,None,,,,,,,,,,,0,782,782,614,1797.2673905000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797.2592933329943,1797.2673905000047,1797.7534767499965,1797.7534767499965,1797.8262097920015,1797.8262097920015,1798.4232261250072,left,1.1474429999943823,None,1798.4233837919965,1798.4234506249995,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
6,15.0,,783,783,0,,,,,,,,,,c+6,poss,100,right,1.4376518750068499,None,None,,,,,,,,,,,0,783,783,275,1798.433863582999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798.425815292001,1798.433863582999,1798.9200924170073,1798.9200924170073,1798.9922799580017,1798.9922799580017,1799.882990207996,right,1.4376518750068499,None,1799.8830959999977,1799.8831422500007,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-1,0.0,,784,784,0,,,,,,,,,,c-1,noss,0,left,2.3148333329882007,None,None,,,,,,,,,,,0,784,784,823,1799.8897227920024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1799.885061999994,1799.8897227920024,1800.3792223749988,1800.3792223749988,1800.4541511250063,1800.4541511250063,1802.2070621670064,left,2.3148333329882007,None,1802.2071998329993,1802.2072586670038,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,15.0,,785,785,0,,,,,,,,,,c+2,poss,100,left,1.0533959580061492,None,None,,,,,,,,,,,0,785,785,119,1802.2178661669968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1802.209796957999,1802.2178661669968,1802.703744958002,1802.703744958002,1802.7761315419993,1802.7761315419993,1803.273777125003,left,1.0533959580061492,None,1803.273905874994,1803.2739602080037,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-6,-15.0,,786,786,0,,,,,,,,,,c-6,negs,100,left,1.1609975419996772,None,None,,,,,,,,,,,0,786,786,447,1803.2843543749987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1803.2762770420013,1803.2843543749987,1803.770404707997,1803.770404707997,1803.8425024170065,1803.8425024170065,1804.4564113330052,left,1.1609975419996772,None,1804.4565396670005,1804.4565920829991,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-6,-15.0,,787,787,0,,,,,,,,,,c-6,negs,100,left,1.5231313750118716,None,None,,,,,,,,,,,0,787,787,435,1804.4667394579956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804.4588425420006,1804.4667394579956,1804.9538859170061,1804.9538859170061,1805.025423417006,1805.025423417006,1805.9960970419997,left,1.5231313750118716,None,1805.9962221249953,1805.996279667008,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-6,-15.0,,788,788,0,,,,,,,,,,c-6,negs,100,left,1.6100121659983415,None,None,,,,,,,,,,,0,788,788,395,1806.0069523750062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1805.998763625008,1806.0069523750062,1806.4970741250072,1806.4970741250072,1806.5709926670024,1806.5709926670024,1807.6229529579941,left,1.6100121659983415,None,1807.6230550830005,1807.6230977500018,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,-15.0,,789,789,0,,,,,,,,,,c-4,negs,100,left,1.2879985420004232,None,None,,,,,,,,,,,0,789,789,482,1807.6331154580039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807.6250131250054,1807.6331154580039,1808.1205873750077,1808.1205873750077,1808.1925789580055,1808.1925789580055,1808.923793832997,left,1.2879985420004232,None,1808.9239400000006,1808.923997124999,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,0.0,,790,790,0,,,,,,,,,,c-4,noss,0,left,1.3054042920120992,None,None,,,,,,,,,,,0,790,790,689,1808.9346065420032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808.926356582997,1808.9346065420032,1809.4205763330028,1809.4205763330028,1809.4928685830018,1809.4928685830018,1810.246844166999,left,1.3054042920120992,None,1810.2469900829965,1810.2470444169958,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,0.0,,791,791,0,,,,,,,,,,c+2,noss,0,right,1.2231782079907134,None,None,,,,,,,,,,,0,791,791,909,1810.2574537919936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1810.250108625005,1810.2574537919936,1810.746839583,1810.746839583,1810.8210791249949,1810.8210791249949,1811.4896017920037,right,1.2231782079907134,None,1811.489721458005,1811.489764082995,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,15.0,,792,792,0,,,,,,,,,,c+0,poss,100,left,1.2712884579959791,None,None,,,,,,,,,,,0,792,792,105,1811.4997143750006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1811.4916687919977,1811.4997143750006,1811.9873482080075,1811.9873482080075,1812.060287082997,1812.060287082997,1812.774053042005,left,1.2712884579959791,None,1812.7741872919942,1812.7742463749964,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,15.0,,793,793,0,,,,,,,,,,c+0,poss,100,left,1.3099227500060806,None,None,,,,,,,,,,,0,793,793,108,1812.7845674579949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812.7765970830005,1812.7845674579949,1813.270750292002,1813.270750292002,1813.3445277920036,1813.3445277920036,1814.106856499995,left,1.3099227500060806,None,1814.1069856670001,1814.1070405830033,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
1,0.0,,794,794,0,,,,,,,,,,c+1,noss,0,right,1.2920556250028312,None,None,,,,,,,,,,,0,794,794,882,1814.116992749994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814.1090465420057,1814.116992749994,1814.6040258750072,1814.6040258750072,1814.6762961249988,1814.6762961249988,1815.4117724580065,right,1.2920556250028312,None,1815.4118722500061,1815.4119142500058,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-1,0.0,,795,795,0,,,,,,,,,,c-1,noss,0,left,1.0753188749949913,None,None,,,,,,,,,,,0,795,795,786,1815.437581750004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1815.4138442920012,1815.437581750004,1815.9128160000037,1815.9128160000037,1815.987959708007,1815.987959708007,1816.5234819999969,left,1.0753188749949913,None,1816.523587124997,1816.5236291249967,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
4,0.0,,796,796,0,,,,,,,,,,c+4,noss,0,right,1.1312420419999398,None,None,,,,,,,,,,,0,796,796,958,1816.533212125003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816.525546833007,1816.533212125003,1817.0208144169956,1817.0208144169956,1817.093019208005,1817.093019208005,1817.6735472500077,right,1.1312420419999398,None,1817.6736987080003,1817.6737517920046,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,15.0,,797,797,0,,,,,,,,,,c-2,poss,100,left,1.0778049170039594,None,None,,,,,,,,,,,0,797,797,6,1817.6850448749974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1817.676742500007,1817.6850448749974,1818.1709133330078,1818.1709133330078,1818.2433526669993,1818.2433526669993,1818.7736202919987,left,1.0778049170039594,None,1818.773747457999,1818.7738005420033,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-8,-15.0,,798,798,0,,,,,,,,,,c-8,negs,100,left,1.2375653330091154,None,None,,,,,,,,,,,0,798,798,387,1818.7840622500007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1818.7759267919973,1818.7840622500007,1819.2709660420005,1819.2709660420005,1819.3428357500015,1819.3428357500015,1820.0238690000042,left,1.2375653330091154,None,1820.023993582996,1820.0240421249982,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
1,0.0,,799,799,0,,,,,,,,,,c+1,noss,0,right,1.1438310419907793,None,None,,,,,,,,,,,0,799,799,887,1820.034146833008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820.026195999999,1820.034146833008,1820.5210817919942,1820.5210817919942,1820.593937250007,1820.593937250007,1821.1807394999996,right,1.1438310419907793,None,1821.1808720420013,1821.1809278329965,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,-15.0,,800,800,0,,,,,,,,,,c-4,negs,100,left,1.1005532499984838,None,None,,,,,,,,,,,0,800,800,460,1821.1910960830064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1821.1834176670018,1821.1910960830064,1821.6798586250006,1821.6798586250006,1821.7548655420032,1821.7548655420032,1822.2955337920066,left,1.1005532499984838,None,1822.2956590830072,1822.2957145830078,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,-15.0,,801,801,0,,,,,,,,,,c-2,negs,100,right,1.1761695000022883,None,None,,,,,,,,,,,0,801,801,553,1822.306562042002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822.2980559579955,1822.306562042002,1822.7968679999976,1822.7968679999976,1822.871644042003,1822.871644042003,1823.4903965000049,right,1.1761695000022883,None,1823.4905283329936,1823.4905838329942,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,0.0,,802,802,0,,,,,,,,,,c-2,noss,0,left,1.141718041995773,None,None,,,,,,,,,,,0,802,802,762,1823.5006625830065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823.4927320829956,1823.5006625830065,1823.9878622500037,1823.9878622500037,1824.0601192079994,1824.0601192079994,1824.6463250419984,left,1.141718041995773,None,1824.6464668329936,1824.646546166994,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-1,0.0,,803,803,0,,,,,,,,,,c-1,noss,0,left,1.2725256249977974,None,None,,,,,,,,,,,0,803,803,832,1824.6569495829972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824.648784416997,1824.6569495829972,1825.1474113329969,1825.1474113329969,1825.2216650419941,1825.2216650419941,1825.9405545830014,left,1.2725256249977974,None,1825.940684082998,1825.9407390829947,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
4,0.0,,804,804,0,,,,,,,,,,c+4,noss,0,right,1.196245415994781,None,None,,,,,,,,,,,0,804,804,996,1825.951031083001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.9428081250007,1825.951031083001,1826.4378630420033,1826.4378630420033,1826.5098562499988,1826.5098562499988,1827.157502791997,right,1.196245415994781,None,1827.1576608749965,1827.1577193750054,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-8,-15.0,,805,805,0,,,,,,,,,,c-8,negs,100,left,1.003062667004997,None,None,,,,,,,,,,,0,805,805,376,1827.1685102919946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1827.1601927079973,1827.1685102919946,1827.6544880420042,1827.6544880420042,1827.7276472500016,1827.7276472500016,1828.1739354579986,left,1.003062667004997,None,1828.174040667007,1828.1740832919968,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
8,15.0,,806,806,0,,,,,,,,,,c+8,poss,100,right,1.1279458750068443,None,None,,,,,,,,,,,0,806,806,289,1828.1839352500028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1828.1760110420073,1828.1839352500028,1828.671277708003,1828.671277708003,1828.7434551249971,1828.7434551249971,1829.324064708002,right,1.1279458750068443,None,1829.3241927499985,1829.3242451250044,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,0.0,,807,807,0,,,,,,,,,,c-2,noss,0,left,1.0072043749969453,None,None,,,,,,,,,,,0,807,807,753,1829.3343396250057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829.3263159169946,1829.3343396250057,1829.8213899170005,1829.8213899170005,1829.8936501670032,1829.8936501670032,1830.3471899170036,left,1.0072043749969453,None,1830.3473127920079,1830.3473652080065,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-8,-15.0,,808,808,0,,,,,,,,,,c-8,negs,100,left,1.3426331669907086,None,None,,,,,,,,,,,0,808,808,342,1830.357754167002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830.349658250001,1830.357754167002,1830.847404542008,1830.847404542008,1830.921641832996,1830.921641832996,1831.7074310420066,left,1.3426331669907086,None,1831.7075645420045,1831.7076193330067,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
4,15.0,,809,809,0,,,,,,,,,,c+4,poss,100,right,1.4980399170017336,None,None,,,,,,,,,,,0,809,809,219,1831.7185561669976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1831.710412708002,1831.7185561669976,1832.2046917920015,1832.2046917920015,1832.288714125003,1832.288714125003,1833.2242854580036,right,1.4980399170017336,None,1833.2244137080052,1833.2244684170073,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,-15.0,,810,810,0,,,,,,,,,,c+2,negs,100,right,1.248720959003549,None,None,,,,,,,,,,,0,810,810,650,1833.234422542002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1833.2264101249966,1833.234422542002,1833.7214262080015,1833.7214262080015,1833.7937156250046,1833.7937156250046,1834.4908523749982,right,1.248720959003549,None,1834.4910006670034,1834.4910553330046,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,-15.0,,811,811,0,,,,,,,,,,c+0,negs,100,right,1.3199858750012936,None,None,,,,,,,,,,,0,811,811,607,1834.502262083006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1834.4939221669993,1834.502262083006,1834.988061707998,1834.988061707998,1835.061208082996,1835.061208082996,1835.8250305420006,right,1.3199858750012936,None,1835.8252102500046,1835.8252684170075,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,0.0,,812,812,0,,,,,,,,,,c-4,noss,0,left,1.1362050830066437,None,None,,,,,,,,,,,0,812,812,716,1835.8362533749969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1835.827936374997,1835.8362533749969,1836.3215182079948,1836.3215182079948,1836.393798291996,1836.393798291996,1836.9751130419972,left,1.1362050830066437,None,1836.975253167002,1836.9753098750007,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
8,15.0,,813,813,0,,,,,,,,,,c+8,poss,100,right,1.0617677910049679,None,None,,,,,,,,,,,0,813,813,282,1836.9860226670062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1836.9779894169988,1836.9860226670062,1837.4715758750026,1837.4715758750026,1837.5436755000046,1837.5436755000046,1838.0579507080038,right,1.0617677910049679,None,1838.058191541997,1838.0582880420043,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,-15.0,,814,814,0,,,,,,,,,,c+0,negs,100,right,1.076432959001977,None,None,,,,,,,,,,,0,814,814,580,1838.0688096250014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1838.0607301670025,1838.0688096250014,1838.554178917002,1838.554178917002,1838.6269199580056,1838.6269199580056,1839.155545249996,right,1.076432959001977,None,1839.1556442500078,1839.1557050829942,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,-15.0,,815,815,0,,,,,,,,,,c-2,negs,100,right,1.41916229200433,None,None,,,,,,,,,,,0,815,815,513,1839.1632533330048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1839.1576407920002,1839.1632533330048,1839.6469686669952,1839.6469686669952,1839.7221708329962,1839.7221708329962,1840.5909911249983,right,1.41916229200433,None,1840.5911099580044,1840.591152957997,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
4,0.0,,816,816,0,,,,,,,,,,c+4,noss,0,right,1.2232791249989532,None,None,,,,,,,,,,,0,816,816,1004,1840.6009764580012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840.5930577920008,1840.6009764580012,1841.088301542004,1841.088301542004,1841.1606690830013,1841.1606690830013,1841.8306571670037,right,1.2232791249989532,None,1841.8307891670047,1841.830846082994,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,-15.0,,817,817,0,,,,,,,,,,c-4,negs,100,left,2.2473903329955647,None,None,,,,,,,,,,,0,817,817,456,1841.841576208004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1841.8333282919994,1841.841576208004,1842.3306085000004,1842.3306085000004,1842.4055642920066,1842.4055642920066,1844.0917634169964,left,2.2473903329955647,None,1844.0919239580035,1844.0919810419946,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
