center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,surr_opacity,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
0.0,0.0,,494,494,0,,,,,,,,,,PSE,noss,0,right,1.7771846249961527,None,None,,,,,,,,,,,0,494,494,625,647.5050133330005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.4964557909989,647.5050133330005,647.9961212499984,647.9961212499984,648.0698389579993,648.0698389579993,649.288439625001,right,1.7771846249961527,None,649.2885366659975,649.2885793750029,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
5.166666666666667,15.0,,495,495,0,,,,,,,,,,p3,poss,100,left,1.1329613750058343,None,None,,,,,,,,,,,0,495,495,276,649.2984480000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.2904711660012,649.2984480000014,649.7861282079975,649.7861282079975,649.8580570830018,649.8580570830018,650.4389864580007,left,1.1329613750058343,None,650.4391235000003,650.4391826659994,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
1.166666666666667,15.0,,496,496,0,,,,,,,,,,m3,poss,100,left,1.0571792920018197,None,None,,,,,,,,,,,0,496,496,19,650.4495169579968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.4414282080033,650.4495169579968,650.9360936250014,650.9360936250014,651.0080724159998,651.0080724159998,651.5108910409981,left,1.0571792920018197,None,651.5109887080034,651.5110312910037,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.75,-15.0,,497,497,0,,,,,,,,,,PSE,negs,100,left,1.0268471250019502,None,None,,,,,,,,,,,0,497,497,423,651.5211447499969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.5129117500037,651.5211447499969,652.0120211660033,652.0120211660033,652.0864867080018,652.0864867080018,652.5556886659979,left,1.0268471250019502,None,652.555835332998,652.5558926660015,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.75,-15.0,,498,498,0,,,,,,,,,,PSE,negs,100,left,1.3624465000029886,None,None,,,,,,,,,,,0,498,498,433,652.5660831249988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.5581305410014,652.5660831249988,653.0529971659998,653.0529971659998,653.1247065409989,653.1247065409989,653.9384064580008,left,1.3624465000029886,None,653.938509749998,653.9385546659978,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
0.0,0.0,,499,499,0,,,,,,,,,,PSE,noss,0,right,1.1959959999949206,None,None,,,,,,,,,,,0,499,499,635,653.9488447080003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.940449916001,653.9488447080003,654.4361867499974,654.4361867499974,654.5082020409973,654.5082020409973,655.1564422079973,right,1.1959959999949206,None,655.1565905000025,655.1566527500036,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.25,-15.0,,500,500,0,,,,,,,,,,p1,negs,100,right,1.9099603329959791,None,space,1.8722513749962673,None,,,,,,,,,0,500,500,452,655.1665114580028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.1587734999994,655.1665114580028,655.6529009579972,655.6529009579972,655.7252677910001,655.7252677910001,657.0873680410004,right,1.9099603329959791,None,657.0874726249967,658.971929708001,space,657.0926114160029,657.0926114160029,1.8722513749962673,None,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-2.75,-15.0,,501,501,0,,,,,,,,,,p3,negs,100,right,1.8042290000012144,None,None,,,,,,,,,,,0,501,501,549,658.9827960410039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.9738974580032,658.9827960410039,659.4696127499992,659.4696127499992,659.5419985409972,659.5419985409972,660.7900869579971,right,1.8042290000012144,None,660.790235708002,660.7902952500008,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
5.166666666666667,15.0,,502,502,0,,,,,,,,,,p3,poss,100,right,1.0002943750005215,None,None,,,,,,,,,,,0,502,502,262,660.8004711660033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.7924489580037,660.8004711660033,661.2865809159994,661.2865809159994,661.3586397500039,661.3586397500039,661.8058372910018,right,1.0002943750005215,None,661.8059677080018,661.8060242499996,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-2.0,0.0,,503,503,0,,,,,,,,,,m3,noss,0,left,1.0297194580052746,None,None,,,,,,,,,,,0,503,503,571,661.8162280830002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.8080707499976,661.8162280830002,662.3032091249988,662.3032091249988,662.3760061659996,662.3760061659996,662.855790374997,left,1.0297194580052746,None,662.8559142079976,662.8559695829972,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
5.166666666666667,15.0,,504,504,0,,,,,,,,,,p3,poss,100,right,1.7541967080032919,None,None,,,,,,,,,,,0,504,504,261,662.8660138749983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.8581222909997,662.8660138749983,663.3533113329977,663.3533113329977,663.4254958329984,663.4254958329984,664.6230895830013,right,1.7541967080032919,None,664.6232349580023,664.6232952080027,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.666666666666667,15.0,,505,505,0,,,,,,,,,,p1,poss,100,right,1.6558780839986866,None,None,,,,,,,,,,,0,505,505,184,664.6337794580031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.6256042910027,664.6337794580031,665.1198579999982,665.1198579999982,665.1926555410028,665.1926555410028,666.2944554580026,right,1.6558780839986866,None,666.2945770829974,666.2946325410012,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.166666666666667,15.0,,506,506,0,,,,,,,,,,PSE,poss,100,left,0.9995344170019962,None,None,,,,,,,,,,,0,506,506,142,666.304988666001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.2967182909997,666.304988666001,666.7953995409989,666.7953995409989,666.8704447499986,666.8704447499986,667.315356416002,left,0.9995344170019962,None,667.3154541249969,667.3154979160026,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
1.166666666666667,15.0,,507,507,0,,,,,,,,,,m3,poss,100,left,0.9496643750026124,None,None,,,,,,,,,,,0,507,507,7,667.3230351660022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.3174266249989,667.3230351660022,667.8118297499968,667.8118297499968,667.8872607500016,667.8872607500016,668.2786774999986,left,0.9496643750026124,None,668.2787988330019,668.2788559160035,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
5.166666666666667,15.0,,508,508,0,,,,,,,,,,p3,poss,100,left,1.021980290999636,None,None,,,,,,,,,,,0,508,508,241,668.288979375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.280898750003,668.288979375,668.7789360829993,668.7789360829993,668.8603534159993,668.8603534159993,669.3231591660006,left,1.021980290999636,None,669.3233253750004,669.3234147080002,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.0,0.0,,509,509,0,,,,,,,,,,p3,noss,0,left,1.361695375002455,None,None,,,,,,,,,,,0,509,509,696,669.3348512079974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.3263446249985,669.3348512079974,669.8201126249987,669.8201126249987,669.8934800830029,669.8934800830029,670.7046754580006,left,1.361695375002455,None,670.7047161250011,670.7047314579977,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.75,-15.0,,510,510,0,,,,,,,,,,m2,negs,100,left,1.1333898750017397,None,None,,,,,,,,,,,0,510,510,343,670.7109885410027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.7054253329989,670.7109885410027,671.1957296660039,671.1957296660039,671.2704413329993,671.2704413329993,671.8562986250035,left,1.1333898750017397,None,671.8564195829968,671.8564917909971,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
5.166666666666667,15.0,,511,511,0,,,,,,,,,,p3,poss,100,right,1.2412992079989635,None,None,,,,,,,,,,,0,511,511,252,671.8664126250005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.8585248750023,671.8664126250005,672.3535687909971,672.3535687909971,672.426051082999,672.426051082999,673.1127839999972,right,1.2412992079989635,None,673.1128831250026,673.1129276249994,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
0.0,0.0,,512,512,0,,,,,,,,,,PSE,noss,0,right,1.8341349589973106,None,None,,,,,,,,,,,0,512,512,628,673.122977125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.1148105829998,673.122977125,673.6118967080038,673.6118967080038,673.6872401660003,673.6872401660003,674.9623458749993,right,1.8341349589973106,None,674.962468208003,674.962534833001,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
1.0,0.0,,513,513,0,,,,,,,,,,p2,noss,0,right,2.927636624997831,None,None,,,,,,,,,,,0,513,513,664,674.9729577500038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.964648166002,674.9729577500038,675.4628887910003,675.4628887910003,675.5376412909973,675.5376412909973,677.906371875004,right,2.927636624997831,None,677.9064753330022,677.9065209999972,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.166666666666667,15.0,,514,514,0,,,,,,,,,,m2,poss,100,left,1.1573926659984863,None,None,,,,,,,,,,,0,514,514,62,677.9163489580023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.9084207080014,677.9163489580023,678.4038014999969,678.4038014999969,678.4760790829969,678.4760790829969,679.0780083749996,left,1.1573926659984863,None,679.0781032910018,679.078145958003,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
5.166666666666667,15.0,,515,515,0,,,,,,,,,,p3,poss,100,right,1.2021790829967358,None,None,,,,,,,,,,,0,515,515,274,679.1039535829987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.080028999997,679.1039535829987,679.5790409160036,679.5790409160036,679.654304458003,679.654304458003,680.311264916003,right,1.2021790829967358,None,680.3113802500011,680.311423332998,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.75,-15.0,,516,516,0,,,,,,,,,,m2,negs,100,left,1.1006277920023422,None,None,,,,,,,,,,,0,516,516,356,680.3210262499997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.3132737909982,680.3210262499997,680.8135306249969,680.8135306249969,680.887752415998,680.887752415998,681.4327229580012,left,1.1006277920023422,None,681.4328217080038,681.4328660000028,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-6.75,-15.0,,517,517,0,,,,,,,,,,m3,negs,100,left,1.032421042000351,None,None,,,,,,,,,,,0,517,517,295,681.439598541001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.4348135830005,681.439598541001,681.9296767080014,681.9296767080014,682.0044578750021,682.0044578750021,682.4791071250002,left,1.032421042000351,None,682.4792267910016,682.4792800830037,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.166666666666667,15.0,,518,518,0,,,,,,,,,,m2,poss,100,left,1.0019247499949415,None,None,,,,,,,,,,,0,518,518,64,682.4897013329974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.4812865409986,682.4897013329974,682.9802322079995,682.9802322079995,683.0546027500022,683.0546027500022,683.4950767909977,left,1.0019247499949415,None,683.495174583004,683.4952183749992,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.666666666666667,15.0,,519,519,0,,,,,,,,,,m1,poss,100,left,1.0735532079997938,None,None,,,,,,,,,,,0,519,519,96,683.5208087909996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.4970921249987,683.5208087909996,683.9959708329989,683.9959708329989,684.0711866249985,684.0711866249985,684.6066877080011,left,1.0735532079997938,None,684.606814083003,684.6068705409998,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
1.166666666666667,15.0,,520,520,0,,,,,,,,,,m3,poss,100,left,1.0133886249968782,None,None,,,,,,,,,,,0,520,520,25,684.617252582997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.609192625001,684.617252582997,685.1041391250037,685.1041391250037,685.1771289160024,685.1771289160024,685.6400505409983,left,1.0133886249968782,None,685.6401719999994,685.6402267910016,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-2.75,-15.0,,521,521,0,,,,,,,,,,p3,negs,100,left,2.729376458002662,None,None,,,,,,,,,,,0,521,521,524,685.6505510830029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.642584250003,685.6505510830029,686.1373786249969,686.1373786249969,686.2099302909992,686.2099302909992,688.3903597079989,left,2.729376458002662,None,688.3905200829977,688.3905801660003,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.75,-15.0,,522,522,0,,,,,,,,,,m2,negs,100,left,1.2439118330003112,None,None,,,,,,,,,,,0,522,522,330,688.4009337910029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.3927843749989,688.4009337910029,688.8874927080033,688.8874927080033,688.9595807079968,688.9595807079968,689.6572818330023,left,1.2439118330003112,None,689.6574363749969,689.6574939159982,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.75,-15.0,,523,523,0,,,,,,,,,,m2,negs,100,left,1.073606916994322,None,None,,,,,,,,,,,0,523,523,342,689.6675864580029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.6596521660031,689.6675864580029,690.1541526250003,690.1541526250003,690.2264649580029,690.2264649580029,690.745249749998,left,1.073606916994322,None,690.745349249999,690.7453926250018,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.166666666666667,15.0,,524,524,0,,,,,,,,,,PSE,poss,100,left,1.0070676250034012,None,None,,,,,,,,,,,0,524,524,122,690.7709642909977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.7472645829985,690.7709642909977,691.2470009160024,691.2470009160024,691.3214151249995,691.3214151249995,691.7912248330031,left,1.0070676250034012,None,691.7913672499999,691.791422166003,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-1.0,0.0,,525,525,0,,,,,,,,,,m2,noss,0,left,1.1450449580006534,None,None,,,,,,,,,,,0,525,525,586,691.8015286250011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.7935927080034,691.8015286250011,692.2877197499984,692.2877197499984,692.3606440829972,692.3606440829972,692.9568490829988,left,1.1450449580006534,None,692.9569788329973,692.957040207999,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
0.5,0.0,,526,526,0,,,,,,,,,,p1,noss,0,right,1.0711613339954056,None,None,,,,,,,,,,,0,526,526,659,692.9670421659976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.9589956249984,692.9670421659976,693.4542266659992,693.4542266659992,693.5266472080039,693.5266472080039,694.040658291,right,1.0711613339954056,None,694.040769457999,694.0408172910029,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
1.166666666666667,15.0,,527,527,0,,,,,,,,,,m3,poss,100,left,1.1047327499982202,None,None,,,,,,,,,,,0,527,527,18,694.050876082998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.042831083003,694.050876082998,694.5376727080002,694.5376727080002,694.6099657500017,694.6099657500017,695.1665970410031,left,1.1047327499982202,None,695.1666944160024,695.1667387909984,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
4.166666666666667,15.0,,528,528,0,,,,,,,,,,p2,poss,100,right,1.2842383749957662,None,None,,,,,,,,,,,0,528,528,220,695.1738124160038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.168627375002,695.1738124160038,695.6634488749987,695.6634488749987,695.7383798329975,695.7383798329975,696.4625853329999,right,1.2842383749957662,None,696.4627036660022,696.462758624999,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-3.75,-15.0,,529,529,0,,,,,,,,,,p2,negs,100,left,2.585204832997988,None,None,,,,,,,,,,,0,529,529,480,696.4729347079992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.4647635410001,696.4729347079992,696.9632248330017,696.9632248330017,697.0383684580011,697.0383684580011,699.0621559580031,left,2.585204832997988,None,699.0622786250024,699.0623394159993,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.666666666666667,15.0,,530,530,0,,,,,,,,,,p1,poss,100,right,1.3953524579992518,None,None,,,,,,,,,,,0,530,530,191,699.0735731660025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.0645470829986,699.0735731660025,699.5638440000039,699.5638440000039,699.6384268330003,699.6384268330003,700.4734688329991,right,1.3953524579992518,None,700.4735736250004,700.4736164159985,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
0.5,0.0,,531,531,0,,,,,,,,,,p1,noss,0,right,2.3245247909944737,None,None,,,,,,,,,,,0,531,531,645,700.4836847080005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.4755063330012,700.4836847080005,700.9712675830015,700.9712675830015,701.043833249998,701.043833249998,702.8139962080022,right,2.3245247909944737,None,702.8141172500036,702.8141710830023,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.25,-15.0,,532,532,0,,,,,,,,,,m1,negs,100,left,0.967448333001812,None,None,,,,,,,,,,,0,532,532,379,702.8244980000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.8165290410034,702.8244980000018,703.3139882910036,703.3139882910036,703.3884677500027,703.3884677500027,703.796363333,left,0.967448333001812,None,703.7964565410002,703.7964985409999,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.166666666666667,15.0,,533,533,0,,,,,,,,,,PSE,poss,100,right,2.306097000000591,None,None,,,,,,,,,,,0,533,533,137,703.8065850830026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.7983983329977,703.8065850830026,704.2968972500021,704.2968972500021,704.3718447499996,704.3718447499996,706.1156396250008,right,2.306097000000591,None,706.1157839579973,706.1158697909996,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-6.75,-15.0,,534,534,0,,,,,,,,,,m3,negs,100,left,1.0005805830005556,None,None,,,,,,,,,,,0,534,534,281,706.1253245830012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.1179178750026,706.1253245830012,706.6136235410013,706.6136235410013,706.6885853330023,706.6885853330023,707.1293356250026,left,1.0005805830005556,None,707.1294354999991,707.1294781250035,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-3.75,-15.0,,535,535,0,,,,,,,,,,p2,negs,100,left,1.051346416999877,None,None,,,,,,,,,,,0,535,535,495,707.154979125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.1313710410031,707.154979125,707.6305513749976,707.6305513749976,707.7053491659972,707.7053491659972,708.2179093329978,left,1.051346416999877,None,708.2180103330029,708.218056208003,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
0.5,0.0,,536,536,0,,,,,,,,,,p1,noss,0,left,1.033231125002203,None,None,,,,,,,,,,,0,536,536,655,708.2243527910032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.2199057910038,708.2243527910032,708.7139417500002,708.7139417500002,708.7886497080035,708.7886497080035,709.2643412500038,left,1.033231125002203,None,709.2644645000037,709.2645221249986,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
