center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
8,15.0,,590,590,0,,,,,100,0,,,,,c+8,poss,0.75,period,1.1101605000440031,None,None,,,,,,,,,,,0,590,590,221,1138.676649583038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138.667314624996,1138.676649583038,1139.4111108750221,1139.4111108750221,1139.4111108750221,1139.4831684580422,1139.4831684580422,1139.4831684580422,1139.7979709579959,period,1.1101605000440031,None,1139.7981198750203,1139.798176958051,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,0.0,,591,591,0,,,,,0,100,,,,,c-2,noss,1.0,z,1.461263625009451,None,None,,,,,,,,,,,0,591,591,569,1139.8095981250517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139.8003637079964,1139.8095981250517,1140.794594875013,1140.794594875013,1140.794594875013,1140.867682125012,1140.867682125012,1140.867682125012,1141.2810905410443,z,1.461263625009451,None,1141.2812736660126,1141.2813440830214,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,0.0,,592,592,0,,,,,0,100,,,,,c-2,noss,1.0,z,1.2037065830081701,None,None,,,,,,,,,,,0,592,592,571,1141.293434583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141.2840380000416,1141.293434583,1142.2778392910259,1142.2778392910259,1142.2778392910259,1142.3498987500207,1142.3498987500207,1142.3498987500207,1142.5038956250064,z,1.2037065830081701,None,1142.5040487500373,1142.5040972910356,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
4,15.0,,593,593,0,,,,,100,0,,,,,c+4,poss,0.75,period,3.055800750036724,None,None,,,,,,,,,,,0,593,593,137,1142.5153506660135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142.50717841601,1142.5153506660135,1143.2537547500106,1143.2537547500106,1143.2537547500106,1143.328378041042,1143.328378041042,1143.328378041042,1145.5809545410448,period,3.055800750036724,None,1145.5811372080352,1145.5813148750458,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,0.0,,594,594,0,,,,,0,100,,,,,c+2,noss,0.75,period,2.189269458001945,None,None,,,,,,,,,,,0,594,594,649,1145.5927881660173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.5838601660216,1145.5927881660173,1146.3281346660224,1146.3281346660224,1146.3281346660224,1146.400441875041,1146.400441875041,1146.400441875041,1147.7859575410257,period,2.189269458001945,None,1147.7860822910443,1147.786143166013,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,-15.0,,595,595,0,,,,,100,0,,,,,c+2,negs,1.25,period,1.791321541997604,None,None,,,,,,,,,,,0,595,595,496,1147.7973106660065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147.7881082910462,1147.7973106660065,1149.038474666013,1149.038474666013,1149.038474666013,1149.117554166005,1149.117554166005,1149.117554166005,1149.597528583021,period,1.791321541997604,None,1149.5976297910092,1149.5976755000302,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,15.0,,596,596,0,,,,,100,0,,,,,c+2,poss,0.75,z,1.2043854999938048,None,None,,,,,,,,,,,0,596,596,104,1149.6083268750226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.599634208018,1149.6083268750226,1150.3448862500372,1150.3448862500372,1150.3448862500372,1150.4173867500504,1150.4173867500504,1150.4173867500504,1150.8157775000436,z,1.2043854999938048,None,1150.8159323750297,1150.8159913750133,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,15.0,,597,597,0,,,,,100,0,,,,,c+0,poss,1.25,z,1.8020672089769505,None,None,,,,,,,,,,,0,597,597,76,1150.8271017910447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.8182037500083,1150.8271017910447,1152.0615405410063,1152.0615405410063,1152.0615405410063,1152.1336487910012,1152.1336487910012,1152.1336487910012,1152.6315502080251,z,1.8020672089769505,None,1152.6316621660371,1152.631707750028,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,-15.0,,598,598,0,,,,,100,0,,,,,c+2,negs,0.5,period,1.2027792080189101,None,None,,,,,,,,,,,0,598,598,469,1152.6428605000256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152.6337477080524,1152.6428605000256,1153.1281970410491,1153.1281970410491,1153.1281970410491,1153.2002172080101,1153.2002172080101,1153.2002172080101,1153.8486123330076,period,1.2027792080189101,None,1153.8487492910353,1153.8488040410448,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,0.0,,599,599,0,,,,,0,100,,,,,c-2,noss,1.25,z,4.176282125001308,None,None,,,,,,,,,,,0,599,599,578,1153.859945041011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153.8510427500005,1153.859945041011,1155.094981333008,1155.094981333008,1155.094981333008,1155.166604625003,1155.166604625003,1155.166604625003,1158.0487328750314,z,4.176282125001308,None,1158.0488545410335,1158.0488997910288,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,0.0,,600,600,0,,,,,0,100,,,,,c+0,noss,1.0,period,2.295334541995544,None,None,,,,,,,,,,,0,600,600,617,1158.0622445830377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158.0512055410072,1158.0622445830377,1159.0452024580445,1159.0452024580445,1159.0452024580445,1159.1179858749965,1159.1179858749965,1159.1179858749965,1160.3646174580208,period,2.295334541995544,None,1160.3647414160077,1160.3647947080317,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
6,15.0,,601,601,0,,,,,100,0,,,,,c+6,poss,0.5,period,1.1426681250450201,None,None,,,,,,,,,,,0,601,601,168,1160.3758978749975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.3669073750498,1160.3758978749975,1160.8618622079957,1160.8618622079957,1160.8618622079957,1160.9351545410464,1160.9351545410464,1160.9351545410464,1161.5217913330416,period,1.1426681250450201,None,1161.5219309999957,1161.5219853330054,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,15.0,,602,602,0,,,,,100,0,,,,,c+0,poss,1.0,z,1.4963934170082211,None,None,,,,,,,,,,,0,602,602,66,1161.5322987910477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161.5240286250482,1161.5322987910477,1162.5212349580252,1162.5212349580252,1162.5212349580252,1162.595798791037,1162.595798791037,1162.595798791037,1163.0316909580142,z,1.4963934170082211,None,1163.031851250038,1163.0319115830353,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,-15.0,,603,603,0,,,,,100,0,,,,,c+2,negs,1.0,period,1.522569624998141,None,None,,,,,,,,,,,0,603,603,485,1163.0434604580514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163.0342667910154,1163.0434604580514,1164.027957000013,1164.027957000013,1164.027957000013,1164.1007729160483,1164.1007729160483,1164.1007729160483,1164.5710424160352,period,1.522569624998141,None,1164.571146250004,1164.5711892080144,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
4,0.0,,604,604,0,,,,,0,100,,,,,c+4,noss,0.75,period,1.220701124984771,None,None,,,,,,,,,,,0,604,604,689,1164.5815792500507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164.5731461250107,1164.5815792500507,1165.3205581250368,1165.3205581250368,1165.3205581250368,1165.3958782500122,1165.3958782500122,1165.3958782500122,1165.8051680829958,period,1.220701124984771,None,1165.8053203330492,1165.805381541024,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-4,-15.0,,605,605,0,,,,,100,0,,,,,c-4,negs,0.5,period,2.6810175830032676,None,None,,,,,,,,,,,0,605,605,344,1165.8159379580175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165.80759154103,1165.8159379580175,1166.3048115000129,1166.3048115000129,1166.3048115000129,1166.3792878329987,1166.3792878329987,1166.3792878329987,1168.5089248330332,period,2.6810175830032676,None,1168.5090329580125,1168.5090769160306,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-8,-15.0,,606,606,0,,,,,100,0,,,,,c-8,negs,0.5,period,3.0134054579539225,None,None,,,,,,,,,,,0,606,606,261,1168.5155087910243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168.5110625410452,1168.5155087910243,1169.0075228330097,1169.0075228330097,1169.0075228330097,1169.0843175830087,1169.0843175830087,1169.0843175830087,1171.5319687080337,period,3.0134054579539225,None,1171.532127915998,1171.5321890000487,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,-15.0,,607,607,0,,,,,100,0,,,,,c-2,negs,0.5,period,1.1025294169667177,None,None,,,,,,,,,,,0,607,607,385,1171.5439712910447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171.5348845000262,1171.5439712910447,1172.0290800000075,1172.0290800000075,1172.0290800000075,1172.1010405830457,1172.1010405830457,1172.1010405830457,1172.6495294159977,period,1.1025294169667177,None,1172.6497256660368,1172.6497987910407,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-4,0.0,,608,608,0,,,,,0,100,,,,,c-4,noss,1.25,z,1.7939562919782475,None,None,,,,,,,,,,,0,608,608,537,1172.6621986660175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172.6526464580093,1172.6621986660175,1173.8947530830046,1173.8947530830046,1173.8947530830046,1173.9676980410004,1173.9676980410004,1173.9676980410004,1174.4650277910405,z,1.7939562919782475,None,1174.4651620000368,1174.4652180830017,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,15.0,,609,609,0,,,,,100,0,,,,,c+0,poss,1.0,z,2.009861875034403,None,None,,,,,,,,,,,0,609,609,72,1174.476599415997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1174.4675890410435,1174.476599415997,1175.4624281660072,1175.4624281660072,1175.4624281660072,1175.5349413750228,1175.5349413750228,1175.5349413750228,1176.4985576660256,z,2.009861875034403,None,1176.498689708009,1176.4987480000127,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,-15.0,,610,610,0,,,,,100,0,,,,,c+0,negs,1.25,period,1.7632190409931354,None,None,,,,,,,,,,,0,610,610,455,1176.5100118330447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1176.501282250043,1176.5100118330447,1177.7458872499992,1177.7458872499992,1177.7458872499992,1177.8176240409957,1177.8176240409957,1177.8176240409957,1178.2823377500172,period,1.7632190409931354,None,1178.282503458031,1178.2825693330378,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,0.0,,611,611,0,,,,,0,100,,,,,c+0,noss,1.25,period,1.8252223750459962,None,None,,,,,,,,,,,0,611,611,620,1178.2947275000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178.285338500049,1178.2947275000042,1179.5292986660497,1179.5292986660497,1179.5292986660497,1179.6010753330193,1179.6010753330193,1179.6010753330193,1180.1322862910456,period,1.8252223750459962,None,1180.132447083015,1180.1325058750226,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,15.0,,612,612,0,,,,,100,0,,,,,c+2,poss,0.5,z,1.006319459003862,None,None,,,,,,,,,,,0,612,612,90,1180.1441829160322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.1355740830186,1180.1441829160322,1180.6291908750427,1180.6291908750427,1180.6291908750427,1180.7017587500159,1180.7017587500159,1180.7017587500159,1181.1540080410196,z,1.006319459003862,None,1181.154106666043,1181.1541517910082,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-4,0.0,,613,613,0,,,,,0,100,,,,,c-4,noss,0.5,z,0.9176715420326218,None,None,,,,,,,,,,,0,613,613,513,1181.165085791028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1181.1561043750262,1181.165085791028,1181.6554398750304,1181.6554398750304,1181.6554398750304,1181.7298092080164,1181.7298092080164,1181.7298092080164,1182.0865642080316,z,0.9176715420326218,None,1182.086667583033,1182.086723583052,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,-15.0,,614,614,0,,,,,100,0,,,,,c+2,negs,1.25,period,1.8331203340203501,None,None,,,,,,,,,,,0,614,614,499,1182.0979396250332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182.0886732500512,1182.0979396250332,1183.3390532080084,1183.3390532080084,1183.3390532080084,1183.413142666046,1183.413142666046,1183.413142666046,1183.936897666019,period,1.8331203340203501,None,1183.9370193330105,1183.9370746250497,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,0.0,,615,615,0,,,,,0,100,,,,,c+2,noss,1.0,period,2.1447625000146218,None,None,,,,,,,,,,,0,615,615,653,1183.947968500026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183.9391859580064,1183.947968500026,1184.9285973330261,1184.9285973330261,1184.9285973330261,1185.0013823330519,1185.0013823330519,1185.0013823330519,1186.0983502500458,period,2.1447625000146218,None,1186.0984560830402,1186.0984986250405,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,15.0,,616,616,0,,,,,100,0,,,,,c-2,poss,1.0,z,1.7740537920035422,None,None,,,,,,,,,,,0,616,616,23,1186.109334000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186.1004510000348,1186.109334000037,1187.0953660000232,1187.0953660000232,1187.0953660000232,1187.1681377910427,1187.1681377910427,1187.1681377910427,1187.8881546250195,z,1.7740537920035422,None,1187.8882838750142,1187.888342250022,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,0.0,,617,617,0,,,,,0,100,,,,,c+0,noss,1.0,period,3.316179999965243,None,None,,,,,,,,,,,0,617,617,618,1187.8991926659946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187.8905610410147,1187.8991926659946,1188.8888213330065,1188.8888213330065,1188.8888213330065,1188.9633492500288,1188.9633492500288,1188.9633492500288,1191.2217363750096,period,3.316179999965243,None,1191.2218663330423,1191.2219208330498,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,15.0,,618,618,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.271174208028242,None,None,,,,,,,,,,,0,618,618,44,1191.232405791001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.2239168750239,1191.232405791001,1191.7222266250174,1191.7222266250174,1191.7222266250174,1191.7967770830146,1191.7967770830146,1191.7967770830146,1192.5061252909945,z,1.271174208028242,None,1192.5062522910303,1192.5063080410473,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
6,15.0,,619,619,0,,,,,100,0,,,,,c+6,poss,0.75,period,1.2964442090014927,None,None,,,,,,,,,,,0,619,619,189,1192.5164689579979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.5083865830093,1192.5164689579979,1193.2565856250003,1193.2565856250003,1193.2565856250003,1193.3301505830023,1193.3301505830023,1193.3301505830023,1193.8155117499991,period,1.2964442090014927,None,1193.8156404159963,1193.8156955000013,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,15.0,,620,620,0,,,,,100,0,,,,,c+0,poss,0.5,z,0.9398159169941209,None,None,,,,,,,,,,,0,620,620,45,1193.8266190830036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.8178838330205,1193.8266190830036,1194.3129527500132,1194.3129527500132,1194.3129527500132,1194.3852399160387,1194.3852399160387,1194.3852399160387,1194.77215879102,z,0.9398159169941209,None,1194.7722616250394,1194.7723056250252,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-8,-15.0,,621,621,0,,,,,100,0,,,,,c-8,negs,1.0,z,1.5444279160001315,None,None,,,,,,,,,,,0,621,621,281,1194.782652875001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.7742374160443,1194.782652875001,1195.7723386250436,1195.7723386250436,1195.7723386250436,1195.8469206250156,1195.8469206250156,1195.8469206250156,1196.33208475,z,1.5444279160001315,None,1196.3322123750113,1196.3322670829948,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
4,15.0,,622,622,0,,,,,100,0,,,,,c+4,poss,1.25,z,1.5505930000217631,None,None,,,,,,,,,,,0,622,622,163,1196.3432279580156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1196.3342586660292,1196.3432279580156,1197.5797000830062,1197.5797000830062,1197.5797000830062,1197.6530059160432,1197.6530059160432,1197.6530059160432,1197.8990856250166,z,1.5505930000217631,None,1197.8992182910442,1197.8992730830214,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-4,-15.0,,623,623,0,,,,,100,0,,,,,c-4,negs,1.25,z,1.704245125001762,None,None,,,,,,,,,,,0,623,623,377,1197.9100269580376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197.901328958047,1197.9100269580376,1199.1464806250297,1199.1464806250297,1199.1464806250297,1199.2186746660154,1199.2186746660154,1199.2186746660154,1199.6172395830508,z,1.704245125001762,None,1199.6173937910353,1199.6174537910265,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-8,-15.0,,624,624,0,,,,,100,0,,,,,c-8,negs,1.25,z,1.9513657500501722,None,None,,,,,,,,,,,0,624,624,290,1199.6290606250404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199.6198570830165,1199.6290606250404,1200.86252116604,1200.86252116604,1200.86252116604,1200.9350935410475,1200.9350935410475,1200.9350935410475,1201.5831021250342,z,1.9513657500501722,None,1201.583252625016,1201.5833118750015,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,-15.0,,625,625,0,,,,,100,0,,,,,c+0,negs,1.0,period,2.7071710840100423,None,None,,,,,,,,,,,0,625,625,448,1201.5944879580056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.5856410830165,1201.5944879580056,1202.5799740000512,1202.5799740000512,1202.5799740000512,1202.6518967080046,1202.6518967080046,1202.6518967080046,1204.304729583033,period,2.7071710840100423,None,1204.3048272080487,1204.3048710410367,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
8,15.0,,626,626,0,,,,,100,0,,,,,c+8,poss,0.75,period,1.4383277500164695,None,None,,,,,,,,,,,0,626,626,227,1204.3159765000455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.3068335410208,1204.3159765000455,1205.0565937079955,1205.0565937079955,1205.0565937079955,1205.1305610830314,1205.1305610830314,1205.1305610830314,1205.7669176250347,period,1.4383277500164695,None,1205.7670246660127,1205.7670684159966,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
