center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
-2,-15.0,,15,15,0,,,,,100,0,,,,,c-2,negs,0.75,period,2.102184124996711,None,None,,,,,,,,,,,0,15,15,389,178.44729579200066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.43856137499824,178.44729579200066,179.18256279199704,179.18256279199704,179.18256279199704,179.25450416700187,179.25450416700187,179.25450416700187,180.5522683750023,period,2.102184124996711,None,180.55243554199842,180.55249529200228,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,15.0,,16,16,0,,,,,100,0,,,,,c+0,poss,0.5,period,1.3055042499981937,None,None,,,,,,,,,,,0,16,16,42,180.56373812499805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.5548039589994,180.56373812499805,181.04914395899686,181.04914395899686,181.04914395899686,181.1210869589995,181.1210869589995,181.1210869589995,181.8742089169973,period,1.3055042499981937,None,181.87432070900104,181.87436758400145,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,0.0,,17,17,0,,,,,0,100,,,,,c+0,noss,0.75,period,1.4978929589997279,None,None,,,,,,,,,,,0,17,17,607,181.88522424999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.87635662499815,181.88522424999974,182.62595987499662,182.62595987499662,182.62595987499662,182.69976754199888,182.69976754199888,182.69976754199888,183.38596991699887,period,1.4978929589997279,None,183.3861301249999,183.38618829200277,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-4,-15.0,,18,18,0,,,,,100,0,,,,,c-4,negs,0.75,z,1.6014391249991604,None,None,,,,,,,,,,,0,18,18,348,183.39854424999794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.38962270900083,183.39854424999794,184.13260695899953,184.13260695899953,184.13260695899953,184.20534170899919,184.20534170899919,184.20534170899919,185.00278841699765,z,1.6014391249991604,None,185.00294812500215,185.00300958399748,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
6,15.0,,19,19,0,,,,,100,0,,,,,c+6,poss,1.0,period,1.803302916996472,None,None,,,,,,,,,,,0,19,19,190,185.0142102500031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0054106250027,185.0142102500031,185.99925104199792,185.99925104199792,185.99925104199792,186.07135366700095,186.07135366700095,186.07135366700095,186.8301849999989,period,1.803302916996472,None,186.83029250000254,186.83033699999942,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,-15.0,,20,20,0,,,,,100,0,,,,,c-2,negs,1.0,period,1.9125827500029118,None,None,,,,,,,,,,,0,20,20,404,186.83753674999753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.83243899999798,186.83753674999753,187.82599916699837,187.82599916699837,187.82599916699837,187.8996686669998,187.8996686669998,187.8996686669998,188.75275362499815,period,1.9125827500029118,None,188.75292566700227,188.7529866670011,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,0.0,,21,21,0,,,,,0,100,,,,,c+2,noss,0.75,period,1.3236079580019577,None,None,,,,,,,,,,,0,21,21,643,188.76500300000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.75578720899648,188.76500300000043,189.4994318340032,189.4994318340032,189.4994318340032,189.5720450000008,189.5720450000008,189.5720450000008,190.09168774999853,period,1.3236079580019577,None,190.09182037499704,190.09187508399918,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,-15.0,,22,22,0,,,,,100,0,,,,,c+2,negs,1.0,period,1.5270750420022523,None,None,,,,,,,,,,,0,22,22,485,190.10244874999626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.09406120899803,190.10244874999626,191.09070545899885,191.09070545899885,191.09070545899885,191.16665279200242,191.16665279200242,191.16665279200242,191.6358869589967,period,1.5270750420022523,None,191.6360445839964,191.6361037500028,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-8,-15.0,,23,23,0,,,,,100,0,,,,,c-8,negs,0.5,z,1.3430660000012722,None,None,,,,,,,,,,,0,23,23,261,191.6473479999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.63830674999917,191.6473479999986,192.1329910420027,192.1329910420027,192.1329910420027,192.20490974999848,192.20490974999848,192.20490974999848,193.00207100000262,z,1.3430660000012722,None,193.0022160840017,193.00227175000327,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
4,0.0,,24,24,0,,,,,0,100,,,,,c+4,noss,0.5,period,1.0219285839993972,None,None,,,,,,,,,,,0,24,24,677,193.01308033399982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.00430320899613,193.01308033399982,193.499622000003,193.499622000003,193.499622000003,193.5716482919961,193.5716482919961,193.5716482919961,194.041878834003,period,1.0219285839993972,None,194.04201354199904,194.0420687500009,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,0.0,,25,25,0,,,,,0,100,,,,,c+0,noss,0.5,period,1.3906689169962192,None,None,,,,,,,,,,,0,25,25,592,194.05291345900332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0446141249995,194.05291345900332,194.54238841700135,194.54238841700135,194.54238841700135,194.61683112500032,194.61683112500032,194.61683112500032,195.45227466699725,period,1.3906689169962192,None,195.45241483399877,195.4524599169963,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,15.0,,26,26,0,,,,,100,0,,,,,c-2,poss,1.25,z,1.9777219579991652,None,None,,,,,,,,,,,0,26,26,32,195.46291645900055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.45447691700247,195.46291645900055,196.69965191699885,196.69965191699885,196.69965191699885,196.7718287500029,196.7718287500029,196.7718287500029,197.45254845899763,z,1.9777219579991652,None,197.4527257919981,197.45278574999975,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-8,-15.0,,27,27,0,,,,,100,0,,,,,c-8,negs,0.75,z,1.4209758340002736,None,None,,,,,,,,,,,0,27,27,263,197.46427062500152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.45521512500272,197.46427062500152,198.19976370900258,198.19976370900258,198.19976370900258,198.2720159590026,198.2720159590026,198.2720159590026,198.89183016699826,z,1.4209758340002736,None,198.8919455419964,198.89199158400152,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,15.0,,28,28,0,,,,,100,0,,,,,c+2,poss,0.75,z,1.5009363749995828,None,None,,,,,,,,,,,0,28,28,104,198.90258341700246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.89406462499755,198.90258341700246,199.64295741699607,199.64295741699607,199.64295741699607,199.71679883400066,199.71679883400066,199.71679883400066,200.40803574999882,z,1.5009363749995828,None,200.40814362499805,200.40818779199617,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
8,15.0,,29,29,0,,,,,100,0,,,,,c+8,poss,0.5,period,0.9791041250064154,None,None,,,,,,,,,,,0,29,29,210,200.41903925000224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.41019716700248,200.41903925000224,200.90999629200087,200.90999629200087,200.90999629200087,200.98375762499927,200.98375762499927,200.98375762499927,201.40294412500225,period,0.9791041250064154,None,201.4030875419994,201.4031436669975,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,15.0,,30,30,0,,,,,100,0,,,,,c+2,poss,0.75,z,1.559059958999569,None,None,,,,,,,,,,,0,30,30,98,201.41418225000234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.40528862499923,201.41418225000234,202.14995512500172,202.14995512500172,202.14995512500172,202.23389395899721,202.23389395899721,202.23389395899721,202.97607066699857,z,1.559059958999569,None,202.97621712499677,202.97627400000056,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,-15.0,,31,31,0,,,,,100,0,,,,,c+0,negs,0.75,period,1.3140131250038394,None,None,,,,,,,,,,,0,31,31,439,202.9864138749981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.97839625000051,202.9864138749981,203.72666479199688,203.72666479199688,203.72666479199688,203.80046741700062,203.80046741700062,203.80046741700062,204.3031522500023,period,1.3140131250038394,None,204.30331166699762,204.3033687920033,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,0.0,,32,32,0,,,,,0,100,,,,,c+0,noss,0.75,period,1.865350000000035,None,None,,,,,,,,,,,0,32,32,608,204.31464199999755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.30576508399827,204.31464199999755,205.04998479200003,205.04998479200003,205.04998479200003,205.12289437500294,205.12289437500294,205.12289437500294,206.18571462499676,period,1.865350000000035,None,206.18583124999714,206.18587612499687,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,-15.0,,33,33,0,,,,,100,0,,,,,c+2,negs,0.5,period,0.9398378749974654,None,None,,,,,,,,,,,0,33,33,462,206.1965510000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.18791016699834,206.1965510000009,206.68339141699835,206.68339141699835,206.68339141699835,206.7554135419996,206.7554135419996,206.7554135419996,207.1411593340017,period,0.9398378749974654,None,207.14127249999729,207.14131770899985,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-8,-15.0,,34,34,0,,,,,100,0,,,,,c-8,negs,0.5,z,1.0221511659983662,None,None,,,,,,,,,,,0,34,34,257,207.15226783399703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.14334658400185,207.15226783399703,207.64197770899773,207.64197770899773,207.64197770899773,207.71728145900124,207.71728145900124,207.71728145900124,208.18602033399657,z,1.0221511659983662,None,208.18615254200267,208.18620754199947,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
6,15.0,,35,35,0,,,,,100,0,,,,,c+6,poss,0.5,period,1.0128802910039667,None,None,,,,,,,,,,,0,35,35,174,208.19739895899693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.18847424999694,208.19739895899693,208.6834852920001,208.6834852920001,208.6834852920001,208.75555262499984,208.75555262499984,208.75555262499984,209.21952733399667,period,1.0128802910039667,None,209.21965995900246,209.21971362499607,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,15.0,,36,36,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.423393249999208,None,None,,,,,,,,,,,0,36,36,63,209.2300033749998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.22187508399657,209.2300033749998,209.966801417002,209.966801417002,209.966801417002,210.03910833400005,210.03910833400005,210.03910833400005,210.65842083399912,z,1.423393249999208,None,210.65855920899776,210.6586157089987,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,0.0,,37,37,0,,,,,0,100,,,,,c-2,noss,1.25,z,1.9554598749964498,None,None,,,,,,,,,,,0,37,37,582,210.66981912499614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.66088124999806,210.66981912499614,211.91016287499951,211.91016287499951,211.91016287499951,211.98409204200289,211.98409204200289,211.98409204200289,212.63621137500013,z,1.9554598749964498,None,212.6363462090012,212.636407375001,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
4,15.0,,38,38,0,,,,,100,0,,,,,c+4,poss,1.25,period,1.7569670419979957,None,None,,,,,,,,,,,0,38,38,161,212.64710499999637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.6385558749971,212.64710499999637,213.88365016700118,213.88365016700118,213.88365016700118,213.9555368750007,213.9555368750007,213.9555368750007,214.40801174999797,period,1.7569670419979957,None,214.40812362499855,214.40816791699763,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,-15.0,,39,39,0,,,,,100,0,,,,,c-2,negs,0.75,period,1.3528139580012066,None,None,,,,,,,,,,,0,39,39,392,214.41952350000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.4101935419967,214.41952350000065,215.16018883400102,215.16018883400102,215.16018883400102,215.2342342089978,215.2342342089978,215.2342342089978,215.77507674999651,period,1.3528139580012066,None,215.775191834,215.77524958400318,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,-15.0,,40,40,0,,,,,100,0,,,,,c-2,negs,0.5,period,1.1581480840031873,None,None,,,,,,,,,,,0,40,40,388,215.78635691700038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.7773005420022,215.78635691700038,216.2767204999982,216.2767204999982,216.2767204999982,216.3510090839991,216.3510090839991,216.3510090839991,216.951564666997,period,1.1581480840031873,None,216.95161116700183,216.95162687500124,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,-15.0,,41,41,0,,,,,100,0,,,,,c+0,negs,1.25,period,1.8517817920001107,None,None,,,,,,,,,,,0,41,41,459,216.9580884590032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.95236741699773,216.9580884590032,218.1935577089971,218.1935577089971,218.1935577089971,218.26783133400022,218.26783133400022,218.26783133400022,218.8204728749988,period,1.8517817920001107,None,218.8206514170015,218.82074791700143,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,-15.0,,42,42,0,,,,,100,0,,,,,c+0,negs,0.75,period,1.2008964580018073,None,None,,,,,,,,,,,0,42,42,433,218.83374766699853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.82382079200033,218.83374766699853,219.56718154199916,219.56718154199916,219.56718154199916,219.63934824999887,219.63934824999887,219.63934824999887,220.03714245899755,period,1.2008964580018073,None,220.03727933399932,220.03733495900087,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,15.0,,43,43,0,,,,,100,0,,,,,c+2,poss,1.25,period,2.1418699999994715,None,None,,,,,,,,,,,0,43,43,120,220.04844254199998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.03975512499892,220.04844254199998,221.2841929999995,221.2841929999995,221.2841929999995,221.3565498340031,221.3565498340031,221.3565498340031,222.19367862500076,period,2.1418699999994715,None,222.19383420899976,222.1939137090012,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-4,0.0,,44,44,0,,,,,0,100,,,,,c-4,noss,1.0,z,1.5741910420038039,None,None,,,,,,,,,,,0,44,44,532,222.204700125003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.1964792919971,222.204700125003,223.1932745419981,223.1932745419981,223.1932745419981,223.26766129199677,223.26766129199677,223.26766129199677,223.7868470839967,z,1.5741910420038039,None,223.78700554199895,223.78706716700253,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-4,-15.0,,45,45,0,,,,,100,0,,,,,c-4,negs,1.0,period,2.025122792001639,None,None,,,,,,,,,,,0,45,45,360,223.7986522919964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.7895276670024,223.7986522919964,224.7840787919995,224.7840787919995,224.7840787919995,224.85583520899672,224.85583520899672,224.85583520899672,225.82702837500256,period,2.025122792001639,None,225.82718216699868,225.82725962500263,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,15.0,,46,46,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.12564412500069,None,None,,,,,,,,,,,0,46,46,47,225.8376693340033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.82948645899887,225.8376693340033,226.3265774169995,226.3265774169995,226.3265774169995,226.4013400420008,226.4013400420008,226.4013400420008,226.97089179199975,z,1.12564412500069,None,226.97104324999964,226.97110291699937,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
4,0.0,,47,47,0,,,,,0,100,,,,,c+4,noss,0.75,period,1.2913504160023876,None,None,,,,,,,,,,,0,47,47,683,226.98258962499676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.97371449999628,226.98258962499676,227.7175044589967,227.7175044589967,227.7175044589967,227.78934670899616,227.78934670899616,227.78934670899616,228.2869808339965,period,1.2913504160023876,None,228.28711683399888,228.2871708340026,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,-15.0,,48,48,0,,,,,100,0,,,,,c+0,negs,0.75,period,1.2866372499993304,None,None,,,,,,,,,,,0,48,48,431,228.2985722500016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.28957433399773,228.2985722500016,229.03422862500156,229.03422862500156,229.03422862500156,229.10640466699988,229.10640466699988,229.10640466699988,229.58832087500195,period,1.2866372499993304,None,229.5885991249961,229.5887262920005,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-6,-15.0,,49,49,0,,,,,100,0,,,,,c-6,negs,0.5,z,1.057815208005195,None,None,,,,,,,,,,,0,49,49,298,229.599944374997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.59132712500286,229.599944374997,230.0842962500028,230.0842962500028,230.0842962500028,230.15635062500223,230.15635062500223,230.15635062500223,230.67029983399698,z,1.057815208005195,None,230.6704730420024,230.6705298750021,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,15.0,,50,50,0,,,,,100,0,,,,,c-2,poss,0.5,z,1.0812227920032456,None,None,,,,,,,,,,,0,50,50,7,230.6825490839983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.67340349999722,230.6825490839983,231.16768362499715,231.16768362499715,231.16768362499715,231.23969770900294,231.23969770900294,231.23969770900294,231.77011629199842,z,1.0812227920032456,None,231.7702270000009,231.7702697920031,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
4,15.0,,51,51,0,,,,,100,0,,,,,c+4,poss,1.25,period,1.7711267090053298,None,None,,,,,,,,,,,0,51,51,162,231.78088229199784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.77224666700204,231.78088229199784,233.01766904199758,233.01766904199758,233.01766904199758,233.09084166699904,233.09084166699904,233.09084166699904,233.55508066699986,period,1.7711267090053298,None,233.55524599999626,233.5553104999999,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,0.0,,52,52,0,,,,,0,100,,,,,c+2,noss,0.5,period,1.0451910000047064,None,None,,,,,,,,,,,0,52,52,637,233.56732570900203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.55803500000184,233.56732570900203,234.05111233399657,234.05111233399657,234.05111233399657,234.12347362499713,234.12347362499713,234.12347362499713,234.62060808399838,period,1.0451910000047064,None,234.62077570900146,234.62083420900308,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-6,-15.0,,53,53,0,,,,,100,0,,,,,c-6,negs,0.75,z,1.4156879580041277,None,None,,,,,,,,,,,0,53,53,310,234.63250058399717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.62389895899832,234.63250058399717,235.36788908400194,235.36788908400194,235.36788908400194,235.440098209001,235.440098209001,235.440098209001,236.05399849999958,z,1.4156879580041277,None,236.05414949999977,236.0542032500016,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
6,15.0,,54,54,0,,,,,100,0,,,,,c+6,poss,0.75,period,1.186034667000058,None,None,,,,,,,,,,,0,54,54,181,236.0652226250022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.05655362499965,236.0652226250022,236.8012432089963,236.8012432089963,236.8012432089963,236.8731483340016,236.8731483340016,236.8731483340016,237.25401670899737,period,1.186034667000058,None,237.25415287500073,237.25420770899655,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
