center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,surr_opacity,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
-4,0.0,,475,475,0,,,,,,,,,,c-4,noss,0,0.5,z,1.1994565829954809,None,None,,,,,,,,,,,0,475,475,435,2050.0938696670055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050.084948917007,2050.0938696670055,2050.582925333001,2050.582925333001,2050.6579945830017,2050.6579945830017,2051.299541375003,z,1.1994565829954809,None,2051.2996714580077,2051.299721167001,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
0,-15.0,,476,476,0,,,,,,,,,,c+0,negs,100,0.75,period,1.3311419999954524,None,None,,,,,,,,,,,0,476,476,374,2051.310689542006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051.3017769580038,2051.310689542006,2052.0503873330017,2052.0503873330017,2052.1307657080033,2052.1307657080033,2052.644770208004,period,1.3311419999954524,None,2052.644915124998,2052.6449722499965,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
1,0.0,,477,477,0,,,,,,,,,,c+1,noss,0,1.25,period,1.836217541989754,None,None,,,,,,,,,,,0,477,477,571,2052.656205708001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2052.6470507080085,2052.656205708001,2053.891042250005,2053.891042250005,2053.962800333,2053.962800333,2054.504298208005,period,1.836217541989754,None,2054.504408125009,2054.5044518330105,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
0,-15.0,,478,478,0,,,,,,,,,,c+0,negs,100,1.25,z,1.7431368329998804,None,None,,,,,,,,,,,0,478,478,390,2054.5107974170096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2054.5063810420106,2054.5107974170096,2055.7505991250073,2055.7505991250073,2055.82489525,2055.82489525,2056.260096583006,z,1.7431368329998804,None,2056.2601980830077,2056.260243708006,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
0,-15.0,,479,479,0,,,,,,,,,,c+0,negs,100,0.5,period,1.2978537500021048,None,None,,,,,,,,,,,0,479,479,368,2056.2707495829964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2056.262214041999,2056.2707495829964,2056.757586000007,2056.757586000007,2056.831081791999,2056.831081791999,2057.5770727920026,period,1.2978537500021048,None,2057.5771798750065,2057.577221917003,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
2,15.0,,480,480,0,,,,,,,,,,c+2,poss,100,1.0,period,1.4901350000000093,None,None,,,,,,,,,,,0,480,480,92,2057.587896875004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2057.579217874998,2057.587896875004,2058.574411333,2058.574411333,2058.6472935420024,2058.6472935420024,2059.08220504201,period,1.4901350000000093,None,2059.0823301250057,2059.0823781250074,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-6,-15.0,,481,481,0,,,,,,,,,,c-6,negs,100,1.25,z,1.761021084006643,None,None,,,,,,,,,,,0,481,481,282,2059.093551500002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2059.0845194170106,2059.093551500002,2060.3417177079973,2060.3417177079973,2060.4143288750056,2060.4143288750056,2060.8608782920055,z,1.761021084006643,None,2060.8610352079995,2060.861089458005,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
2,15.0,,482,482,0,,,,,,,,,,c+2,poss,100,1.25,z,2.0045519580016844,None,None,,,,,,,,,,,0,482,482,103,2060.871930458001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060.8632713330007,2060.871930458001,2062.107800083002,2062.107800083002,2062.1800061250106,2062.1800061250106,2062.8823283329984,z,2.0045519580016844,None,2062.8824569999997,2062.8825022500096,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
8,15.0,,483,483,0,,,,,,,,,,c+8,poss,100,0.75,period,1.3514192080037901,None,None,,,,,,,,,,,0,483,483,192,2062.8935270000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2062.8844774169993,2062.8935270000075,2063.633628458003,2063.633628458003,2063.7085014170007,2063.7085014170007,2064.249294167006,period,1.3514192080037901,None,2064.2494137920003,2064.2494760420086,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
8,15.0,,484,484,0,,,,,,,,,,c+8,poss,100,0.75,period,1.3382407079916447,None,None,,,,,,,,,,,0,484,484,189,2064.2605877500027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2064.25170454201,2064.2605877500027,2065.000886250011,2065.000886250011,2065.074870083001,2065.074870083001,2065.6104610420007,period,1.3382407079916447,None,2065.6105937500106,2065.6106438749994,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
2,0.0,,485,485,0,,,,,,,,,,c+2,noss,0,1.25,period,1.7514730830007466,None,None,,,,,,,,,,,0,485,485,606,2065.6214817080036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065.6128547499975,2065.6214817080036,2066.8579998750065,2066.8579998750065,2066.9296277920075,2066.9296277920075,2067.3774735830084,period,1.7514730830007466,None,2067.377598332998,2067.3776465830015,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
0,15.0,,486,486,0,,,,,,,,,,c+0,poss,100,0.5,z,1.0937760829983745,None,None,,,,,,,,,,,0,486,486,44,2067.388292167001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2067.3796903750044,2067.388292167001,2067.8747497919976,2067.8747497919976,2067.9475869169983,2067.9475869169983,2068.4940624169976,z,1.0937760829983745,None,2068.4941859579994,2068.4942346669995,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
0,15.0,,487,487,0,,,,,,,,,,c+0,poss,100,1.25,z,1.921051333003561,None,None,,,,,,,,,,,0,487,487,64,2068.5049140000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2068.4963015000103,2068.5049140000046,2069.7413968750043,2069.7413968750043,2069.8141944579984,2069.8141944579984,2070.4290894580045,z,1.921051333003561,None,2070.42923545801,2070.4292914170073,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-8,-15.0,,488,488,0,,,,,,,,,,c-8,negs,100,0.5,z,0.9395058330119355,None,None,,,,,,,,,,,0,488,488,224,2070.440811499997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2070.431548749999,2070.440811499997,2070.9247914580046,2070.9247914580046,2070.997038875008,2070.997038875008,2071.382903292004,z,0.9395058330119355,None,2071.383026458003,2071.383076875005,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
1,0.0,,489,489,0,,,,,,,,,,c+1,noss,0,0.75,period,1.7367576670076232,None,None,,,,,,,,,,,0,489,489,549,2071.393991542005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2071.3850704170036,2071.393991542005,2072.1336941670015,2072.1336941670015,2072.2087452080013,2072.2087452080013,2073.133915917002,period,1.7367576670076232,None,2073.1340400420013,2073.1340884579986,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-2,0.0,,490,490,0,,,,,,,,,,c-2,noss,0,0.75,z,1.3515531250013737,None,None,,,,,,,,,,,0,490,490,478,2073.144623708009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2073.1363715000043,2073.144623708009,2073.8835339170037,2073.8835339170037,2073.958823292007,2073.958823292007,2074.5002382079983,z,1.3515531250013737,None,2074.500338958009,2074.5003793750075,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
4,15.0,,491,491,0,,,,,,,,,,c+4,poss,100,1.25,period,1.8218420420016628,None,None,,,,,,,,,,,0,491,491,136,2074.511163957999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2074.502326667003,2074.511163957999,2075.750381542006,2075.750381542006,2075.825576125004,2075.825576125004,2076.3443495829997,period,1.8218420420016628,None,2076.344515792007,2076.3445666250045,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
6,15.0,,492,492,0,,,,,,,,,,c+6,poss,100,0.75,period,1.4394343750027474,None,None,,,,,,,,,,,0,492,492,158,2076.356044333006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2076.347218791998,2076.356044333006,2077.091676958007,2077.091676958007,2077.1649804580084,2077.1649804580084,2077.799317500001,period,1.4394343750027474,None,2077.799442000003,2077.799492792008,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-2,-15.0,,493,493,0,,,,,,,,,,c-2,negs,100,0.75,period,1.33971295900119,None,None,,,,,,,,,,,0,493,493,336,2077.810683500007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2077.8015129999985,2077.810683500007,2078.5507827920082,2078.5507827920082,2078.625490958002,2078.625490958002,2079.1610600830027,period,1.33971295900119,None,2079.1611906670005,2079.161241000009,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
0,15.0,,494,494,0,,,,,,,,,,c+0,poss,100,0.5,z,1.3156565829995088,None,None,,,,,,,,,,,0,494,494,37,2079.1719601670047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2079.1632925000013,2079.1719601670047,2079.658290207997,2079.658290207997,2079.730701583001,2079.730701583001,2080.4945490829996,z,1.3156565829995088,None,2080.4946741250023,2080.4947228329984,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-1,0.0,,495,495,0,,,,,,,,,,c-1,noss,0,0.5,z,0.9815352500008885,None,None,,,,,,,,,,,0,495,495,506,2080.5053463750082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080.4968362920044,2080.5053463750082,2080.991887541997,2080.991887541997,2081.064649125008,2081.064649125008,2081.49436979201,z,0.9815352500008885,None,2081.4945023750042,2081.4945527920063,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
2,-15.0,,496,496,0,,,,,,,,,,c+2,negs,100,1.25,period,1.7286117909970926,None,None,,,,,,,,,,,0,496,496,424,2081.5052424580063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2081.4965132080106,2081.5052424580063,2082.741770958004,2082.741770958004,2082.8140333330084,2082.8140333330084,2083.2445645420084,period,1.7286117909970926,None,2083.244698208,2083.2447491670027,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
2,15.0,,497,497,0,,,,,,,,,,c+2,poss,100,0.5,period,1.0868045419920236,None,None,,,,,,,,,,,0,497,497,78,2083.25591612501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2083.247239000004,2083.25591612501,2083.7419285420037,2083.7419285420037,2083.8141057080065,2083.8141057080065,2084.3456051250105,period,1.0868045419920236,None,2084.3457519170042,2084.3458042499988,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-6,-15.0,,498,498,0,,,,,,,,,,c-6,negs,100,0.5,z,0.9787567089952063,None,None,,,,,,,,,,,0,498,498,254,2084.3569940000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2084.3480612920102,2084.3569940000016,2084.841823833005,2084.841823833005,2084.914733333004,2084.914733333004,2085.344538000005,z,0.9787567089952063,None,2085.3446702500078,2085.3447238750086,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
2,15.0,,499,499,0,,,,,,,,,,c+2,poss,100,1.0,period,1.4253712499921676,None,None,,,,,,,,,,,0,499,499,90,2085.3560409170022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2085.347178917,2085.3560409170022,2086.3419630420103,2086.3419630420103,2086.4142012920056,2086.4142012920056,2086.784283000001,period,1.4253712499921676,None,2086.7844295420073,2086.784488999998,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-6,-15.0,,500,500,0,,,,,,,,,,c-6,negs,100,0.5,z,0.9976494580041617,None,None,,,,,,,,,,,0,500,500,257,2086.794807750004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2086.7866172080103,2086.794807750004,2087.2849676250044,2087.2849676250044,2087.3590586250066,2087.3590586250066,2087.7948602499964,z,0.9976494580041617,None,2087.7950685420074,2087.795156332999,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-4,-15.0,,501,501,0,,,,,,,,,,c-4,negs,100,1.25,period,1.5615399169910233,None,None,,,,,,,,,,,0,501,501,316,2087.806413667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2087.7975255830097,2087.806413667,2089.0419425,2089.0419425,2089.114431000009,2089.114431000009,2089.3779830830026,period,1.5615399169910233,None,2089.3781100830092,2089.3781610419974,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-2,0.0,,502,502,0,,,,,,,,,,c-2,noss,0,1.25,z,1.913869791009347,None,None,,,,,,,,,,,0,502,502,500,2089.389115833008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2089.3804511670023,2089.389115833008,2090.625315917001,2090.625315917001,2090.6977809170057,2090.6977809170057,2091.311434083007,z,1.913869791009347,None,2091.3115619580058,2091.311613583006,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
8,15.0,,503,503,0,,,,,,,,,,c+8,poss,100,0.5,period,1.1474276250082767,None,None,,,,,,,,,,,0,503,503,188,2091.322530833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2091.3138310000068,2091.322530833,2091.808750541997,2091.808750541997,2091.8812617079966,2091.8812617079966,2092.478529083004,period,1.1474276250082767,None,2092.47868700001,2092.4787360000046,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
8,15.0,,504,504,0,,,,,,,,,,c+8,poss,100,0.75,period,1.292378167010611,None,None,,,,,,,,,,,0,504,504,194,2092.490631708002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2092.481684291997,2092.490631708002,2093.225391708009,2093.225391708009,2093.2975144579977,2093.2975144579977,2093.794621000008,period,1.292378167010611,None,2093.7947565420036,2093.794806792008,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-2,15.0,,505,505,0,,,,,,,,,,c-2,poss,100,0.75,z,1.2572863749956014,None,None,,,,,,,,,,,0,505,505,13,2093.8058151250007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2093.7969357920083,2093.8058151250007,2094.5422031670023,2094.5422031670023,2094.6149370420026,2094.6149370420026,2095.0666933330067,z,1.2572863749956014,None,2095.066798458007,2095.066837833001,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
8,15.0,,506,506,0,,,,,,,,,,c+8,poss,100,0.75,period,1.3724106250010664,None,None,,,,,,,,,,,0,506,506,196,2095.07737525001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2095.0687532080046,2095.07737525001,2095.8178132080066,2095.8178132080066,2095.8928372500086,2095.8928372500086,2096.4523082079977,period,1.3724106250010664,None,2096.4524392919993,2096.452489500007,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
6,15.0,,507,507,0,,,,,,,,,,c+6,poss,100,1.0,period,1.746624334002263,None,None,,,,,,,,,,,0,507,507,164,2096.463202125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2096.454839750004,2096.463202125,2097.451151750007,2097.451151750007,2097.5260647920077,2097.5260647920077,2098.2126792500057,period,1.746624334002263,None,2098.2128298330063,2098.2128862500103,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-8,-15.0,,508,508,0,,,,,,,,,,c-8,negs,100,0.75,z,1.3643856249982491,None,None,,,,,,,,,,,0,508,508,227,2098.2243558330083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098.2152040000074,2098.2243558330083,2098.9589693330054,2098.9589693330054,2099.031487166998,2099.031487166998,2099.59459266701,z,1.3643856249982491,None,2099.5947000000015,2099.5947394999966,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
0,-15.0,,509,509,0,,,,,,,,,,c+0,negs,100,0.75,period,1.3249519579985645,None,None,,,,,,,,,,,0,509,509,373,2099.6053157080023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2099.596633417008,2099.6053157080023,2100.342348457998,2100.342348457998,2100.414624583005,2100.414624583005,2100.9338115830033,period,1.3249519579985645,None,2100.9339432080014,2100.933994792009,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-2,0.0,,510,510,0,,,,,,,,,,c-2,noss,0,0.75,period,1.2705176659947028,None,None,,,,,,,,,,,0,510,510,481,2100.9453140420082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100.936230332998,2100.9453140420082,2101.6855965830036,2101.6855965830036,2101.759580208003,2101.759580208003,2102.2182968749985,period,1.2705176659947028,None,2102.2184012500074,2102.2184411250055,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-4,-15.0,,511,511,0,,,,,,,,,,c-4,negs,100,1.0,z,1.6243182500038529,None,None,,,,,,,,,,,0,511,511,313,2102.2290086669964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2102.220442167003,2102.2290086669964,2103.2178270000004,2103.2178270000004,2103.293040042001,2103.293040042001,2103.8618481250014,z,1.6243182500038529,None,2103.861978333007,2103.862029249998,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-2,0.0,,512,512,0,,,,,,,,,,c-2,noss,0,1.25,z,1.557755540998187,None,None,,,,,,,,,,,0,512,512,501,2103.873342292005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2103.8643826670013,2103.873342292005,2105.109143374997,2105.109143374997,2105.1811470000102,2105.1811470000102,2105.4337910830072,z,1.557755540998187,None,2105.4338913750107,2105.433931000007,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-4,0.0,,513,513,0,,,,,,,,,,c-4,noss,0,0.5,z,0.8909189160040114,None,None,,,,,,,,,,,0,513,513,437,2105.444992542005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2105.4358292499965,2105.444992542005,2105.93557729201,2105.93557729201,2106.0095202079974,2106.0095202079974,2106.3452220420004,z,0.8909189160040114,None,2106.3453470420063,2106.345397708006,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-2,-15.0,,514,514,0,,,,,,,,,,c-2,negs,100,1.0,z,1.4375080000027083,None,None,,,,,,,,,,,0,514,514,346,2106.3563635419996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2106.3474735830096,2106.3563635419996,2107.3427822920057,2107.3427822920057,2107.4147451669996,2107.4147451669996,2107.7968152500107,z,1.4375080000027083,None,2107.796987958005,2107.7970494170004,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
