center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,text_3.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,775.2523669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,7,36,up,1,-3,-3,-30,775.2451696,775.2523669,775.7442008,775.7442008,775.8193997,775.8193997,775.8193997,776.1487631,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,776.155468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,7,37,down,2,1,1,30,776.1497751,776.155468,776.6425841,776.6425841,776.7241473,776.7199462,776.7199462,777.7551876,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,777.7640919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,7,38,up,1,0,0,,777.7569763,777.7640919,778.2519148,778.2519148,778.3253006,778.3253006,778.3253006,778.9370526,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,778.9434972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,7,39,up,2,-1,-1,,778.9380295,778.9434972,779.4284046,779.4284046,779.5085876,779.5085876,779.5085876,779.9765966,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,779.9848473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,7,40,down,1,0,0,30,779.9777775,779.9848473,780.4776344,780.4776344,780.5522707,780.5522707,780.5522707,781.7212051,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,781.7290045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,7,41,up,2,-8,-8,-30,781.7222709,781.7290045,782.2194216,782.2194216,782.2929509,782.2929509,782.2929509,782.7800617,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,782.7855381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,8,42,up,2,1,1,,782.7810855,782.7855381,783.2793156,783.2793156,783.3590175,783.3590175,783.3590175,783.8426573,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,783.8516062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,8,43,up,1,-2,-2,-30,783.8436695,783.8516062,784.3349883,784.3349883,784.4194127,784.4084835,784.4084835,784.8875977,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,784.8950243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,8,44,up,0.5,0.5,0.5,30,784.8887156,784.8950243,785.3852728,785.3852728,785.4588557,785.4588557,785.4588557,786.1918689,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,786.2019293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,8,45,up,1,2,2,30,786.1929071,786.2019293,786.6863321,786.6863321,786.7696352,786.7581255,786.7581255,787.9211646,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,787.929098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,8,46,up,2,-6,-6,-30,787.9222228,787.929098,788.4198891,788.4198891,788.4899015,788.4899015,788.4899015,788.9704184,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,788.9773647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,8,47,up,1,1,1,,788.9714153,788.9773647,789.4692663,789.4692663,789.5419116,789.5419116,789.5419116,790.2885104,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,790.2973199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,9,48,down,0.5,0.5,0.5,,790.2901748,790.2973199,790.7862768,790.7862768,790.8591716,790.8591716,790.8591716,791.8748174,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,791.8849079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,9,49,up,2,-4,-4,-30,791.8758855,791.8849079,792.3683415,792.3683415,792.4527544,792.4415263,792.4415263,792.9079469,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,792.9188114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,9,50,down,0.5,1.5,1.5,30,792.9090416,792.9188114,793.4017633,793.4017633,793.4860247,793.4758073,793.4758073,794.0593395,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,794.0683558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,9,51,down,0.5,-2.5,-2.5,-30,794.0607012,794.0683558,794.5590928,794.5590928,794.6354885,794.6354885,794.6354885,795.9541124,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,795.9616697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,9,52,down,1,0,0,,795.9550843,795.9616697,796.4516026,796.4516026,796.5231604,796.5231604,796.5231604,798.1220861,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,798.1298045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,9,53,up,0.5,1,1,30,798.1231622,798.1298045,798.6192457,798.6192457,798.6921377,798.6921377,798.6921377,799.1435805,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,799.1514812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,10,54,up,2,-2,-2,-30,799.144598,799.1514812,799.642388,799.642388,799.7195995,799.7195995,799.7195995,800.8857679,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,800.8914291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,10,55,down,0.5,-3,-3,-30,800.886253,800.8914291,801.3752229,801.3752229,801.4565931,801.451812,801.451812,802.0705005,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,802.0785665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,10,56,up,0.5,1.5,1.5,30,802.0715593,802.0785665,802.5691361,802.5691361,802.6403775,802.6403775,802.6403775,803.0916832,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,803.1018635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,10,57,down,1,-1,-1,,803.0926541,803.1018635,803.592912,803.592912,803.6695435,803.6695435,803.6695435,804.658082,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,804.6683227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,10,58,down,0.5,1,1,30,804.6591223,804.6683227,805.1526036,805.1526036,805.2362723,805.2241665,805.2241665,805.8380224,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,805.8459526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,10,59,down,0.5,0,0,,805.8391509,805.8459526,806.335985,806.335985,806.4090557,806.4090557,806.4090557,806.9577318,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,806.968533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,11,60,up,2,0,0,-30,806.9587639,806.968533,807.4525537,807.4525537,807.5360943,807.5235852,807.5235852,808.1383495,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,808.1465812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,11,61,down,0.5,1,1,30,808.1395742,808.1465812,808.6363137,808.6363137,808.7089002,808.7089002,808.7089002,809.2941645,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,809.3020044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,11,62,up,0.5,-2.5,-2.5,-30,809.2952454,809.3020044,809.7947233,809.7947233,809.8691294,809.8691294,809.8691294,810.8543111,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,810.8615465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,11,63,up,0.5,1.5,1.5,30,810.8553894,810.8615465,811.3526603,811.3526603,811.425687,811.425687,811.425687,812.1303124,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,812.1358511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,11,64,down,1,-2,-2,,812.1313217,812.1358511,812.6264852,812.6264852,812.7089464,812.7030138,812.7030138,813.1970002,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,813.2025064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,11,65,down,0.5,-0.5,-0.5,,813.1980325,813.2025064,813.6939343,813.6939343,813.7759896,813.7696055,813.7696055,814.23162,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,814.2382866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,12,66,up,0.5,-1.5,-1.5,,814.2325857,814.2382866,814.7278964,814.7278964,814.8087813,814.8025537,814.8025537,815.2215674,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,815.2294525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,12,67,up,0.5,1.5,1.5,30,815.2226746,815.2294525,815.7191333,815.7191333,815.7930818,815.7930818,815.7930818,816.2693594,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,816.2739509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,12,68,down,0.5,-3,-3,-30,816.2698312,816.2739509,816.76831,816.76831,816.8392214,816.8392214,816.8392214,817.4269398,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,817.4352222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,12,69,down,0.5,1,1,30,817.4280436,817.4352222,817.9348699,817.9348699,818.0016203,818.0053099,818.0053099,818.7909856,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,818.8006052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,12,70,down,1,-1,-1,-30,818.793094,818.8006052,819.2857782,819.2857782,819.3697081,819.3585405,819.3585405,819.7772025,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,819.785586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,12,71,up,0.5,0,0,,819.7783603,819.785586,820.2779972,820.2779972,820.3530111,820.3530111,820.3530111,820.8707859,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,820.8784271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,13,72,up,0.5,-1,-1,,820.8718751,820.8784271,821.3691024,821.3691024,821.4427221,821.4427221,821.4427221,821.8890015,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,821.8977997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,13,73,down,1,-2,-2,-30,821.8904994,821.8977997,822.3861829,822.3861829,822.458331,822.458331,822.458331,823.0881881,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,823.0969695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,13,74,up,0.5,2,2,30,823.0896078,823.0969695,823.5859488,823.5859488,823.6574551,823.6574551,823.6574551,824.2038063,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,824.2120137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,13,75,up,0.5,0.5,0.5,,824.204835,824.2120137,824.6934857,824.6934857,824.7739608,824.7684859,824.7684859,825.1380228,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,825.1463712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,13,76,up,0.5,1.5,1.5,30,825.1391352,825.1463712,825.6361223,825.6361223,825.7091487,825.7091487,825.7091487,826.4304516,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,826.4357474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,13,77,up,0.5,-2.5,-2.5,-30,826.4314225,826.4357474,826.9251184,826.9251184,827.0064606,827.0025838,827.0025838,827.6541915,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,827.6619843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,14,78,down,0.5,1,1,30,827.655214,827.6619843,828.1526282,828.1526282,828.2260652,828.2260652,828.2260652,828.6747527,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,828.6852688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,14,79,up,0.5,2.5,2.5,30,828.6757658,828.6852688,829.1686867,829.1686867,829.2526831,829.2413766,829.2413766,829.6540475,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
