center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,text_9.started,surround_practice.started,center_practice.started,text_9.stopped,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,text_10.started,surround_practice_2.started,center_practice_2.started,text_10.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,text_2.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,text_2.stopped,trial.stopped,trials.response,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,183.48078687500674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,2,18,106,up,0.1,2.5,2.5,30,183.47478845901787,183.48078687500674,183.48078687500674,183.97168504202273,183.97168504202273,184.0476994169876,184.0476994169876,184.0476994169876,183.97168504202273,184.9410589999752,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,184.94750954199117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,18,107,down,0.1,-1.25,-1.25,-30,184.94168933399487,184.94750954199117,184.94750954199117,185.43823850003537,185.43823850003537,185.5151613339549,185.5151613339549,185.5151613339549,185.43823850003537,187.0244952919893,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,187.0308107919991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,2,19,108,up,0.1,2.6,2.6,30,187.0251925420016,187.0308107919991,187.0308107919991,187.52149729197845,187.52149729197845,187.59838812495582,187.59838812495582,187.59838812495582,187.52149729197845,188.20181654195767,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,188.20758370903786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,4,19,109,down,0.1,0.4,0.4,,188.20246349996887,188.20758370903786,188.20758370903786,188.69838275003713,188.69838275003713,188.77077729196753,188.77077729196753,188.77077729196753,188.70377129199915,189.42356958403252,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,189.43069275002927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,19,110,down,0.1,-1.35,-1.35,-30,189.42419854202308,189.43069275002927,189.43069275002927,189.9217552089831,189.9217552089831,189.9984616249567,189.9984616249567,189.9984616249567,189.9217552089831,192.40201137494296,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,192.40827041701414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,5,19,111,up,0.1,-0.0500000000000001,-0.0500000000000001,,192.40265012497548,192.40827041701414,192.40827041701414,192.89801783394068,192.89801783394068,192.97074770904146,192.97074770904146,192.97074770904146,192.90333345904946,193.45184445905033,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,193.45797412504908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,3,19,112,down,0.1,0.8499999999999999,0.8499999999999999,30,193.45248145901132,193.45797412504908,193.45797412504908,193.94831433403306,193.94831433403306,194.02057399996556,194.02057399996556,194.02057399996556,193.95381883403752,194.73462875001132,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,194.73937312501948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,19,113,up,0.1,-1.7499999999999996,-1.7499999999999996,-30,194.73521770897787,194.73937312501948,194.73937312501948,195.2317095840117,195.2317095840117,195.30442033393774,195.30442033393774,195.30442033393774,195.23754429200199,195.87332779204007,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,195.88107645895798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,3,20,114,up,0.1,0.9499999999999998,0.9499999999999998,30,195.8739392090356,195.88107645895798,195.88107645895798,196.3715657920111,196.3715657920111,196.44826454203576,196.44826454203576,196.44826454203576,196.3715657920111,196.90680829202756,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,196.91450783400796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,4,20,115,down,0.1,0.30000000000000004,0.30000000000000004,,196.90737458399963,196.91450783400796,196.91450783400796,197.40457204193808,197.40457204193808,197.4816317500081,197.4816317500081,197.4816317500081,197.40457204193808,198.0070818340173,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,198.0140409170417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,20,116,up,0.1,-1.25,-1.25,-30,198.00770416704472,198.0140409170417,198.0140409170417,198.5049120419426,198.5049120419426,198.58160141704138,198.58160141704138,198.58160141704138,198.5049120419426,199.25727270904463,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,199.26405458396766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,20,117,up,0.1,-1.6499999999999995,-1.6499999999999995,-30,199.25789895898197,199.26405458396766,199.26405458396766,199.75453425000887,199.75453425000887,199.8317436670186,199.8317436670186,199.8317436670186,199.75453425000887,201.3904415840516,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,201.39735554205254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,5,20,118,up,0.1,0.049999999999999906,0.049999999999999906,,201.39103724993765,201.39735554205254,201.39735554205254,201.88771262497175,201.88771262497175,201.9649428339908,201.9649428339908,201.9649428339908,201.88771262497175,202.557233583997,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,202.56403066695202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,2,20,119,down,0.1,2.5,2.5,30,202.55785545904655,202.56403066695202,202.56403066695202,203.05447833403014,203.05447833403014,203.13159658398945,203.13159658398945,203.13159658398945,203.05447833403014,206.24296216701623,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,206.24739633395802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,2,21,120,up,0.1,2.6,2.6,30,206.24361395894084,206.24739633395802,206.24739633395802,206.73858166695572,206.73858166695572,206.81499837501906,206.81499837501906,206.82096529204864,206.73858166695572,208.75732554204296,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,208.76401954202447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,4,21,121,up,0.1,0.4,0.4,,208.7579413750209,208.76401954202447,208.76401954202447,209.25486812496092,209.25486812496092,209.33157620904967,209.33157620904967,209.33157620904967,209.25486812496092,210.18479333398864,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,210.1908059590496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,3,21,122,up,0.1,1.0499999999999998,1.0499999999999998,30,210.18541654199362,210.1908059590496,210.1908059590496,210.68129175005015,210.68129175005015,210.7542438750388,210.7542438750388,210.7542438750388,210.68671754200477,211.29057629196905,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,211.29736374993809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,5,21,123,up,0.1,0.1499999999999999,0.1499999999999999,,211.29117945895996,211.29736374993809,211.29736374993809,211.78830200002994,211.78830200002994,211.86499174998607,211.86499174998607,211.86499174998607,211.78830200002994,212.30775925004855,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,212.31401233398356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,21,124,up,0.1,-1.15,-1.15,-30,212.3083622920094,212.31401233398356,212.31401233398356,212.80481416697148,212.80481416697148,212.88162812497467,212.88162812497467,212.88162812497467,212.80481416697148,214.17407837498467,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,214.1807138749864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,21,125,down,0.1,-1.7499999999999996,-1.7499999999999996,-30,214.17472354194615,214.1807138749864,214.1807138749864,214.67157787503675,214.67157787503675,214.7483066249406,214.7483066249406,214.7483066249406,214.67157787503675,215.18337574996985,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,215.18729962501675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,3,22,126,up,0.1,1.15,1.15,30,215.18379045894835,215.18729962501675,215.18729962501675,215.68064029200468,215.68064029200468,215.75127308396623,215.75127308396623,215.75127308396623,215.68479208403733,218.3683248340385,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,218.37448587501422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,22,127,down,0.1,-1.8499999999999996,-1.8499999999999996,-30,218.3689544169465,218.37448587501422,218.37448587501422,218.8646870419616,218.8646870419616,218.93732966703828,218.93732966703828,218.93732966703828,218.87007816694677,219.67386929201894,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,219.68068208394106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,5,22,128,up,0.1,0.24999999999999992,0.24999999999999992,,219.67450474994257,219.68068208394106,219.68068208394106,220.17147920897696,220.17147920897696,220.24829929193947,220.24829929193947,220.24829929193947,220.17147920897696,220.90723254194017,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,220.91409012500662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,22,129,up,0.1,-1.0499999999999998,-1.0499999999999998,-30,220.90786762500647,220.91409012500662,220.91409012500662,221.40485112497117,221.40485112497117,221.48163545900024,221.48163545900024,221.48163545900024,221.40485112497117,222.43461520900019,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,222.44059429201297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,4,22,130,up,0.1,0.5,0.5,,222.43521804199554,222.44059429201297,222.44059429201297,222.93127362499945,222.93127362499945,223.00350783404429,223.00350783404429,223.00350783404429,222.936741292011,224.1513804589631,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,224.15759241697378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,2,22,131,down,0.1,2.5,2.5,30,224.15202895901166,224.15759241697378,224.15759241697378,224.6477905419888,224.6477905419888,224.72111291694455,224.72111291694455,224.72111291694455,224.65351737500168,225.60709337494336,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,225.61398958403151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,3,23,132,down,0.1,1.0499999999999998,1.0499999999999998,30,225.60771770903375,225.61398958403151,225.61398958403151,226.1044785840204,226.1044785840204,226.1815697089769,226.1815697089769,226.1815697089769,226.1044785840204,228.74059108400252,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,228.74732729198877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,2,23,133,down,0.1,2.4,2.4,30,228.74124100001063,228.74732729198877,228.74732729198877,229.23789608397055,229.23789608397055,229.31506487494335,229.31506487494335,229.31506487494335,229.23789608397055,233.05733462504577,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,233.06393616704736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,23,134,up,0.1,-1.7499999999999996,-1.7499999999999996,-30,233.05799116694834,233.06393616704736,233.06393616704736,233.55469591694418,233.55469591694418,233.63154533400666,233.63154533400666,233.63154533400666,233.55469591694418,234.90135633398313,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,234.90751987497788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,5,23,135,up,0.1,0.3499999999999999,0.3499999999999999,,234.90199704200495,234.90751987497788,234.90751987497788,235.39822670898866,235.39822670898866,235.47047912504058,235.47047912504058,235.47047912504058,235.40403987502214,237.5181665419368,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,237.5244285420049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,23,136,up,0.1,-0.9499999999999998,-0.9499999999999998,-30,237.51885870902333,237.5244285420049,237.5244285420049,238.01492091699038,238.01492091699038,238.08751587499864,238.08751587499864,238.08751587499864,238.02072637504898,239.19076933397446,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,239.1973652499728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,4,23,137,down,0.1,0.4,0.4,,239.1914103749441,239.1973652499728,239.1973652499728,239.68816491693724,239.68816491693724,239.76502716704272,239.76502716704272,239.76502716704272,239.68816491693724,243.75209091696888,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,243.75831812503748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,2,24,138,down,0.1,2.3,2.3,30,243.75283429201227,243.75831812503748,243.75831812503748,244.2481653339928,244.2481653339928,244.31993050000165,244.31993050000165,244.31993050000165,244.2540689590387,245.30146062502172,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,245.3075810839655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,4,24,139,up,0.1,0.5,0.5,,245.30209091701545,245.3075810839655,245.3075810839655,245.79790816700552,245.79790816700552,245.87090916698799,245.87090916698799,245.87090916698799,245.80344787496142,246.3736696250271,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,246.3806011249544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,5,24,140,up,0.1,0.44999999999999996,0.44999999999999996,,246.3742957500508,246.3806011249544,246.3806011249544,246.87117141694762,246.87117141694762,246.94825945899356,246.94825945899356,246.94825945899356,246.87117141694762,248.2241000420181,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,248.23058900004253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,24,141,up,0.1,-1.6499999999999995,-1.6499999999999995,-30,248.22467379202135,248.23058900004253,248.23058900004253,248.72106237499975,248.72106237499975,248.79812587494962,248.79812587494962,248.79812587494962,248.72106237499975,249.53457587503362,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,249.54067129199393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,3,24,142,down,0.1,0.9499999999999998,0.9499999999999998,30,249.53521129197907,249.54067129199393,249.54067129199393,250.0315617499873,250.0315617499873,250.10257608396932,250.10257608396932,250.10257608396932,250.03904425003566,257.71806033398025,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,257.72422737500165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,24,143,down,0.1,-1.0499999999999998,-1.0499999999999998,-30,257.7186681670137,257.72422737500165,257.72422737500165,258.21484604198486,258.21484604198486,258.2874226249987,258.2874226249987,258.2874226249987,258.2208285420202,262.3737869169563,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,262.3809919169871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,4,25,144,down,0.1,0.4,0.4,,262.37470404198393,262.3809919169871,262.3809919169871,262.87138504197355,262.87138504197355,262.94818979199044,262.94818979199044,262.94818979199044,262.87138504197355,264.1014736669604,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,264.1079011670081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,2,25,145,down,0.1,2.1999999999999997,2.1999999999999997,30,264.1023532920517,264.1079011670081,264.1079011670081,264.598149791942,264.598149791942,264.6708132500062,264.6708132500062,264.6708132500062,264.6039552920265,265.7568439169554,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
