center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,text_3.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.response,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,221.1083097079536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,20,116,down,0.5,-3.0,-3.0,-30,221.10388900002,221.1083097079536,221.60102499998175,221.60102499998175,221.67589558300097,221.67589558300097,221.67589558300097,222.24446658301167,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,222.25252008298412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,20,117,down,0.5,0.5,0.5,30,222.2456940410193,222.25252008298412,222.74109324999154,222.74109324999154,222.8157129159663,222.8157129159663,222.8157129159663,223.76067224994767,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,223.76863991597202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,20,118,down,0.5,-0.5,-0.5,,223.76164979091845,223.76863991597202,224.25782991596498,224.25782991596498,224.32952412497252,224.32952412497252,224.32952412497252,224.95494170801248,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,224.96162062499207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,20,119,up,0.5,2.0,2.0,30,224.95603987493087,224.96162062499207,225.45050841593184,225.45050841593184,225.5317881249357,225.52591470791958,225.52591470791958,226.19466724991798,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,226.20290508295875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,21,120,up,0.5,0.0,0.0,,226.19630529091228,226.20290508295875,226.6926324579399,226.6926324579399,226.7655964579899,226.7655964579899,226.7655964579899,227.39403462491464,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,227.40180524997413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,21,121,down,0.5,-2.5,-2.5,-30,227.39502241602167,227.40180524997413,227.8910586249549,227.8910586249549,227.96572366601322,227.96572366601322,227.96572366601322,228.82788224995602,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,228.83564812492114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,21,122,down,0.5,0.0,0.0,,228.82895570795517,228.83564812492114,229.32526566600427,229.32526566600427,229.39842699992005,229.39842699992005,229.39842699992005,230.22750079096295,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,230.23538450000342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,21,123,up,0.5,-2.5,-2.5,-30,230.22877133300062,230.23538450000342,230.72436966595706,230.72436966595706,230.79881783295423,230.79881783295423,230.79881783295423,231.66710141592193,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,231.67558670800645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,21,124,up,0.5,1.0,1.0,30,231.66824779100716,231.67558670800645,232.1576949999435,232.1576949999435,232.24249812494963,232.2309502499411,232.2309502499411,232.77737725002225,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,232.7853311660001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,21,125,down,0.5,1.5,1.5,30,232.7784334999742,232.7853311660001,233.27544537500944,233.27544537500944,233.34834208292887,233.34834208292887,233.34834208292887,233.98314245801885,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,233.99098829098511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,22,126,up,0.5,0.5,0.5,,233.9842339999741,233.99098829098511,234.48424404091202,234.48424404091202,234.55886791599914,234.55886791599914,234.55886791599914,239.5944319999544,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,239.60278066596948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,22,127,up,0.5,-2.0,-2.0,-30,239.59562808298506,239.60278066596948,240.09185308299493,240.09185308299493,240.1653830410214,240.1653830410214,240.1653830410214,242.2277983329259,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,242.2366253749933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,22,128,down,0.5,1.0,1.0,30,242.2296247909544,242.2366253749933,242.7243542500073,242.7243542500073,242.79597287497018,242.79597287497018,242.79597287497018,244.1777007499477,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,244.18607662501745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,22,129,up,0.5,0.5,0.5,,244.17900970799383,244.18607662501745,244.67468075000215,244.67468075000215,244.74794654094148,244.74794654094148,244.74794654094148,247.74970733292866,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,247.75812158291228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,22,130,up,0.5,1.5,1.5,30,247.75089912500698,247.75812158291228,248.25036179099698,248.25036179099698,248.3255885830149,248.3255885830149,248.3255885830149,249.40014583291486,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,249.40834449999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,22,131,up,0.5,-2.0,-2.0,-30,249.40120220801327,249.40834449999966,249.9004046249902,249.9004046249902,249.97593283292372,249.97593283292372,249.97593283292372,250.59541916591115,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,250.60408562491648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,23,132,down,0.5,0.5,0.5,30,250.5968458330026,250.60408562491648,251.0916469579097,251.0916469579097,251.16599008301273,251.16599008301273,251.16599008301273,251.67879570799414,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,251.68679437495302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,23,133,up,0.5,-1.5,-1.5,-30,251.6799044579966,251.68679437495302,252.17559133295435,252.17559133295435,252.24819474993274,252.24819474993274,252.24819474993274,252.84989145793952,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,252.857793416013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,23,134,up,0.5,-1.5,-1.5,-30,252.85089404101018,252.857793416013,253.351094582933,253.351094582933,253.42575329099782,253.42575329099782,253.42575329099782,254.59430854092352,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,254.60252324992325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,23,135,up,0.5,1.0,1.0,,254.59562124998774,254.60252324992325,255.09216854092665,255.09216854092665,255.1651152499253,255.1651152499253,255.1651152499253,255.94552066596225,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,255.95364149997476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,23,136,down,0.5,0.0,0.0,,255.94668604095932,255.95364149997476,256.44115054095164,256.44115054095164,256.5135685829446,256.5135685829446,256.5135685829446,257.75012766593136,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,257.75892254093196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,23,137,up,0.5,2.0,2.0,30,257.75129666598514,257.75892254093196,258.25081270793453,258.25081270793453,258.32587041601073,258.32587041601073,258.32587041601073,258.883348000003,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,258.89128924999386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,24,138,up,0.5,0.5,0.5,,258.88435441593174,258.89128924999386,259.38494449993595,259.38494449993595,259.4587644159328,259.4587644159328,259.4587644159328,260.4665813749889,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,260.4745411659824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,24,139,down,0.5,-2.0,-2.0,-30,260.46759725001175,260.4745411659824,260.9661095829215,260.9661095829215,261.04131133295596,261.04131133295596,261.04131133295596,262.82696233293973,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,262.834955957951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,24,140,down,0.5,0.5,0.5,,262.8280051659094,262.834955957951,263.32429987494834,263.32429987494834,263.39860270801,263.39860270801,263.39860270801,264.4610572080128,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,264.4697032079566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,24,141,down,0.5,1.5,1.5,30,264.46261441591196,264.4697032079566,264.9576897500083,264.9576897500083,265.0325530410046,265.0325530410046,265.0325530410046,266.6663958749268,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,266.6743832909269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,24,142,up,0.5,1.0,1.0,30,266.66740512498654,266.6743832909269,267.1665402079234,267.1665402079234,267.24217112502083,267.24217112502083,267.24217112502083,267.8999104159884,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,267.90781004098244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,24,143,down,0.5,-2.0,-2.0,-30,267.9009161660215,267.90781004098244,268.400548583013,268.400548583013,268.4757682499476,268.4757682499476,268.4757682499476,269.07698679098394,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,269.08505683299154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,25,144,up,0.5,1.5,1.5,30,269.07825308293104,269.08505683299154,269.57457154092845,269.57457154092845,269.6484377909219,269.6484377909219,269.6484377909219,270.4104667910142,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,270.4189046249958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,25,145,down,0.5,1.0,1.0,30,270.4121224579867,270.4189046249958,270.9079262909945,270.9079262909945,270.98054120794404,270.98054120794404,270.98054120794404,272.36665487498976,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,272.37456549995113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,25,146,down,0.5,-2.5,-2.5,-30,272.36770083301235,272.37456549995113,272.8673091249075,272.8673091249075,272.94239699991886,272.94239699991886,272.94239699991886,273.49469554098323,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,273.50365487497766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,25,147,down,0.5,-2.5,-2.5,-30,273.4960947079817,273.50365487497766,273.9909493329469,273.9909493329469,274.06579599995166,274.06579599995166,274.06579599995166,274.6447009999538,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,274.65254320797976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,25,148,down,0.5,0.0,0.0,,274.6457554999506,274.65254320797976,275.141136082937,275.141136082937,275.2147878749529,275.2147878749529,275.2147878749529,275.76120249996893,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,275.7691881660139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,25,149,up,0.5,1.0,1.0,,275.76236220798455,275.7691881660139,276.2577733750222,276.2577733750222,276.33173641597386,276.33173641597386,276.33173641597386,278.103634124971,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.10376220801845,278.11151112499647,278.11151112499647,278.8498016250087,left,0.7346670830156654,None,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
