center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,trial.stopped,trials.response,surround_angle,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,216.21689999999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,20,117,up,0.5,3.0,3.0,216.20982204098254,216.21689999999944,216.70500837499276,216.70500837499276,216.77969770808704,216.77969770808704,216.77969770808704,218.2916393330088,1,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,218.30059854104184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,20,118,down,0.5,-2.0,-2.0,218.29322933300864,218.30059854104184,218.78804995806422,218.78804995806422,218.8623172910884,218.8623172910884,218.8623172910884,221.54773483308963,1,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,221.5581976249814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,20,119,down,0.5,0.5,0.5,221.54896762501448,221.5581976249814,222.04795587505214,222.04795587505214,222.12245191598777,222.12245191598777,222.12245191598777,222.61441054102033,0,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,222.6224485830171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,21,120,up,0.5,1.0,1.0,222.61543116602115,222.6224485830171,223.11500883300323,223.11500883300323,223.189499833039,223.189499833039,223.189499833039,223.7340685829986,0,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,223.75592095800675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,21,121,up,0.5,1.0,1.0,223.73504695808515,223.75592095800675,224.23121308302507,224.23121308302507,224.304886583006,224.304886583006,224.31000158307143,224.93353345803916,1,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,224.9390792910708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,21,122,up,0.5,0.5,0.5,224.93452075007372,224.9390792910708,225.4312101249816,225.4312101249816,225.5062676660018,225.5062676660018,225.51269154099282,226.4495505830273,1,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,226.45510387502145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,21,123,down,0.5,-2.5,-2.5,226.45048366603442,226.45510387502145,226.94702858303208,226.94702858303208,227.02251925005112,227.02251925005112,227.02251925005112,228.04076516604982,1,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,228.04839600005653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,21,124,down,0.5,-2.5,-2.5,228.04171754105482,228.04839600005653,228.53836683300324,228.53836683300324,228.61219787504524,228.61219787504524,228.61219787504524,229.3082786659943,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,229.31688333302736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,21,125,down,0.5,2.5,2.5,229.3096571660135,229.31688333302736,229.8047581660794,229.8047581660794,229.87874066608492,229.87874066608492,229.87874066608492,230.90762858302332,1,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,230.91658216598444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,22,126,down,0.5,2.0,2.0,230.908850750071,230.91658216598444,231.40519050008152,231.40519050008152,231.47935395804234,231.47935395804234,231.47935395804234,232.1889965829905,1,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,232.19422162498813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,22,127,up,0.5,1.5,1.5,232.19000225001946,232.19422162498813,232.68118775007315,232.68118775007315,232.75565437506884,232.75565437506884,232.7604394160444,235.97444137500133,1,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,235.98265700007323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,22,128,down,0.5,-3.0,-3.0,235.9755472909892,235.98265700007323,236.47193854104262,236.47193854104262,236.54587920801714,236.54587920801714,236.54587920801714,237.13033225003164,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,237.1385983750224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,22,129,down,0.5,0.0,0.0,237.13135233300272,237.1385983750224,237.63120733306278,237.63120733306278,237.70568775001448,237.70568775001448,237.70568775001448,238.2629686660366,0,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,238.2713709580712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,22,130,down,0.5,0.5,0.5,238.26392579101957,238.2713709580712,238.75470487505663,238.75470487505663,238.82870654098224,238.82870654098224,238.83979483298026,240.14181549998466,1,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,240.15102950006258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,22,131,up,0.5,-2.0,-2.0,240.14376504102256,240.15102950006258,240.63835395802744,240.63835395802744,240.71202812506817,240.71202812506817,240.71202812506817,241.490550291026,1,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,241.4983426249819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,23,132,down,0.5,-2.5,-2.5,241.49153175007086,241.4983426249819,241.98283670807723,241.98283670807723,242.06286475004163,242.06286475004163,242.06286475004163,242.77476270799525,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,242.78291404107586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,23,133,down,0.5,0.0,0.0,242.7761650410248,242.78291404107586,243.27205908298492,243.27205908298492,243.3434235410532,243.3434235410532,243.3434235410532,245.35713633301202,1,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,245.36196912499145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,23,134,up,0.5,0.5,0.5,245.3576361250598,245.36196912499145,245.8477798330132,245.8477798330132,245.92291408299934,245.92291408299934,245.92890583304688,249.07461950008292,0,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,249.08287662500516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,23,135,down,0.5,1.5,1.5,249.07576816598885,249.08287662500516,249.57146191608626,249.57146191608626,249.64575954107568,249.64575954107568,249.64575954107568,250.50786416605115,1,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,250.51570362504572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,23,136,down,0.5,1.0,1.0,250.50888829107862,250.51570362504572,251.004748083069,251.004748083069,251.07849975000136,251.07849975000136,251.07849975000136,251.63253033300862,0,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,251.63806916598696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,23,137,up,0.5,-2.5,-2.5,251.63352033297997,251.63806916598696,252.13151712506078,252.13151712506078,252.20604058308527,252.20604058308527,252.20604058308527,254.1750811660895,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,254.1839275000384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,24,138,down,0.5,-0.5,-0.5,254.17660758306738,254.1839275000384,254.67148741602432,254.67148741602432,254.7457268750295,254.7457268750295,254.7457268750295,256.03071320801973,0,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,256.03827591601294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,24,139,up,0.5,1.0,1.0,256.0317213750677,256.03827591601294,256.531358874985,256.531358874985,256.605321791023,256.605321791023,256.605321791023,257.0249759160215,1,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,257.0335404580692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,24,140,down,0.5,1.0,1.0,257.02638470800593,257.0335404580692,257.52175708301365,257.52175708301365,257.59544983308297,257.59544983308297,257.59544983308297,259.541488958057,1,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,259.5503178330837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,24,141,up,0.5,-2.0,-2.0,259.5430041659856,259.5503178330837,260.0382600000594,260.0382600000594,260.1119397500297,260.1119397500297,260.1119397500297,261.09152708307374,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,261.1004599580774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,24,142,up,0.5,-2.0,-2.0,261.0928944160696,261.1004599580774,261.5880210000323,261.5880210000323,261.6621101660421,261.6621101660421,261.6621101660421,266.14688112505246,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,266.15545116597787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,24,143,up,0.5,1.5,1.5,266.1480276660295,266.15545116597787,266.64727312501054,266.64727312501054,266.7229095409857,266.7229095409857,266.7229095409857,267.541704916046,1,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,267.55052045802586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,25,144,up,0.5,0.0,0.0,267.5431917910464,267.55052045802586,268.0385650410317,268.0385650410317,268.11215875006747,268.11215875006747,268.11215875006747,268.62437308300287,0,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,268.6330968750408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,25,145,down,0.5,0.5,0.5,268.62600720801856,268.6330968750408,269.12217254098505,269.12217254098505,269.19599491602276,269.19599491602276,269.19599491602276,269.7567646660609,0,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,269.76434624998365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,25,146,down,0.5,0.5,0.5,269.75772870809305,269.76434624998365,270.25568050006405,270.25568050006405,270.32898920797743,270.32898920797743,270.32898920797743,273.01711537502706,1,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,273.02255829109345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,25,147,up,0.5,-1.5,-1.5,273.0181614580797,273.02255829109345,273.51419075008016,273.51419075008016,273.58937379100826,273.58937379100826,273.5954177080421,275.03333237499464,1,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,275.0387169159949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,25,148,down,0.5,1.0,1.0,275.03430649999063,275.0387169159949,275.5317871660227,275.5317871660227,275.6103339160327,275.6103339160327,275.6103339160327,276.93362970801536,0,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,276.9392417910276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,25,149,up,0.5,-1.5,-1.5,276.9346452500904,276.9392417910276,277.43069566600025,277.43069566600025,277.5059207910672,277.5059207910672,277.51194645802025,278.0502716660267,1,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.0503979580244,278.0584400410298,278.0584400410298,278.9911516250577,right,0.9280354590155184,None,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
