center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,759.5072984159924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,10,54,down,0.5,-1.5,-1.5,,759.5007640409749,759.5072984159924,759.9983641249128,759.9983641249128,760.070564124966,760.070564124966,760.070564124966,760.5382109999191,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,760.5470259999856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,10,55,up,1,-3,-3,-30,760.5392254160251,760.5470259999856,761.0305469578598,761.0305469578598,761.102736499859,761.102736499859,761.1149506659713,761.621815915918,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,761.630684082862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,10,56,down,0.5,2.0,2.0,30,761.6227833749726,761.630684082862,762.1259987498634,762.1259987498634,762.2070753748994,762.2070753748994,762.1974435830489,762.7501836658921,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,762.7588820829988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,10,57,down,0.5,-4.5,-4.5,-30,762.7515397500247,762.7588820829988,763.2481539158616,763.2481539158616,763.3208357498515,763.3208357498515,763.3208357498515,763.8050989578478,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,763.8138426658697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,10,58,up,1,1,1,30,763.8055133328307,763.8138426658697,764.3060162500478,764.3060162500478,764.3815477078315,764.3815477078315,764.3815477078315,764.9156863749959,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,764.9227361660451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,10,59,down,1,-1,-1,,764.9167286658194,764.9227361660451,765.4068555410486,765.4068555410486,765.4815229158849,765.4815229158849,765.4872967910487,765.853155666031,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,765.8647107910365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,11,60,down,0.5,0.5,0.5,30,765.8541531658266,765.8647107910365,766.3471900408622,766.3471900408622,766.4200308748987,766.4200308748987,766.4315920409281,767.4049754999578,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,767.4136999999173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,11,61,down,0.5,-5.0,-5.0,-30,767.4060253750067,767.4136999999173,767.8970821248367,767.8970821248367,767.9703695829958,767.9703695829958,767.9814772079699,768.8884043749422,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,768.8970305409748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,11,62,down,0.5,1.5,1.5,30,768.8892997079529,768.8970305409748,769.3806184579153,769.3806184579153,769.4527797079645,769.4527797079645,769.4644609580282,770.3338468750007,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,770.3424123749137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,11,63,down,0.5,-3.5,-3.5,-30,770.3353762079496,770.3424123749137,770.8313704158645,770.8313704158645,770.9043026249856,770.9043026249856,770.9043026249856,771.3722410409246,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,771.3805250409059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,11,64,down,1,-2,-2,,771.3732719998807,771.3805250409059,771.8731356658973,771.8731356658973,771.9483404159546,771.9483404159546,771.9483404159546,773.1388079158496,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,773.1471542499494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,11,65,down,0.5,-2.0,-2.0,,773.1398188748863,773.1471542499494,773.6381488328334,773.6381488328334,773.7147529579233,773.7147529579233,773.7147529579233,775.1723901249934,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,775.1802618750371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,12,66,down,0.5,1.0,1.0,30,775.1728847499471,775.1802618750371,775.6694568749517,775.6694568749517,775.7475462078582,775.7475462078582,775.7475462078582,777.2334451249335,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,777.241930665914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,12,67,up,0.5,1.0,1.0,30,777.2348099998198,777.241930665914,777.730384666007,777.730384666007,777.8042463748716,777.8042463748716,777.8042463748716,778.489610832883,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,778.4980651249643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,12,68,down,0.5,-2.5,-2.5,,778.4909540000372,778.4980651249643,778.9901820409577,778.9901820409577,779.064835249912,779.064835249912,779.064835249912,779.4874222078361,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,779.4971221250016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,12,69,up,0.5,-1.5,-1.5,,779.4884377908893,779.4971221250016,779.9859788748436,779.9859788748436,780.0638573749457,780.0638573749457,780.0638573749457,780.7334393330384,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,780.7416876659263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,12,70,up,0.5,-4.5,-4.5,-30,780.7346505830064,780.7416876659263,781.2316493748222,781.2316493748222,781.3046768750064,781.3046768750064,781.3046768750064,781.9391203329433,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,781.9473814999219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,12,71,down,0.5,-4.0,-4.0,-30,781.940160915954,781.9473814999219,782.4413460409269,782.4413460409269,782.5150331249461,782.5150331249461,782.5150331249461,783.317078499822,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,783.3260517909657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,13,72,up,0.5,1.5,1.5,30,783.3187490408309,783.3260517909657,783.814360790886,783.814360790886,783.8877543748822,783.8877543748822,783.8877543748822,784.9049382079393,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,784.9138002500404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,13,73,up,0.5,1.5,1.5,30,784.9059647079557,784.9138002500404,785.4065466658212,785.4065466658212,785.4814793330152,785.4814793330152,785.4814793330152,786.333774624858,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,786.3424982908182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,13,74,up,0.5,-3.5,-3.5,-30,786.3353497500066,786.3424982908182,786.831350625027,786.831350625027,786.9043746248353,786.9043746248353,786.9043746248353,787.7501032080036,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,787.7581464578398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,13,75,down,0.5,-2.0,-2.0,,787.7512649160344,787.7581464578398,788.2471183328889,788.2471183328889,788.3216222908814,788.3216222908814,788.3216222908814,788.833085790975,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,788.8406342079397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,13,76,up,0.5,-2.0,-2.0,,788.8340697500389,788.8406342079397,789.33139716601,789.33139716601,789.4048327498604,789.4048327498604,789.4048327498604,789.832464082865,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,789.8393964578863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,13,77,up,0.5,-4.0,-4.0,-30,789.8333286659326,789.8393964578863,790.3315520000178,790.3315520000178,790.4046774159651,790.4046774159651,790.4046774159651,791.0416902909055,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,791.0472722079139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,14,78,down,0.5,1.0,1.0,30,791.0427172910422,791.0472722079139,791.5398338749073,791.5398338749073,791.6147620410193,791.6147620410193,791.6211655829102,792.3006451248657,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,792.309177290881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,14,79,up,0.5,-3.0,-3.0,-30,792.3021332498174,792.309177290881,792.7969702079426,792.7969702079426,792.8675702079199,792.8675702079199,792.8675702079199,793.40450941585,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,793.4099937910214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,14,80,up,0.5,2.0,2.0,30,793.4056697499473,793.4099937910214,793.904625749914,793.904625749914,793.982110291021,793.982110291021,793.982110291021,794.8340529999696,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,794.8438035410363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,14,81,up,0.5,-1.5,-1.5,,794.8361417909618,794.8438035410363,795.3313761658501,795.3313761658501,795.4043510828633,795.4043510828633,795.4043510828633,796.016558540985,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,796.0245925409254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,14,82,up,0.5,-1.5,-1.5,,796.0175895409193,796.0245925409254,796.5149023330305,796.5149023330305,796.5875017908402,796.5875017908402,796.5875017908402,798.1551075000316,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,798.1640105410479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,14,83,up,0.5,-3.5,-3.5,-30,798.1564629159402,798.1640105410479,798.6568705828395,798.6568705828395,798.7314640828408,798.7314640828408,798.7314640828408,800.0382075000089,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,800.0470502499957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,15,84,down,0.5,-3.5,-3.5,-30,800.0392995409202,800.0470502499957,800.5415237499401,800.5415237499401,800.6210641658399,800.6210641658399,800.6148139999714,801.3835483749863,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,801.3916603748221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,15,85,up,0.5,-1.0,-1.0,,801.3847690830007,801.3916603748221,801.8803863329813,801.8803863329813,801.9537140410393,801.9537140410393,801.9537140410393,803.8829408329912,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,803.890694124857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,15,86,up,0.5,-3.0,-3.0,-30,803.8839259159286,803.890694124857,804.3814838749822,804.3814838749822,804.4547771660145,804.4547771660145,804.4547771660145,805.0836689998396,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,805.0921979160048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,15,87,up,0.5,-1.0,-1.0,,805.0854526248295,805.0921979160048,805.5809646248817,805.5809646248817,805.6527279999573,805.6527279999573,805.6527279999573,806.2870951660443,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,806.2972987499088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,15,88,down,0.5,1.5,1.5,30,806.2881075409241,806.2972987499088,806.7814639999997,806.7814639999997,806.8534749159589,806.8534749159589,806.864858040819,807.5382197909057,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,807.5469009999651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,15,89,up,0.5,1.5,1.5,30,807.5392436659895,807.5469009999651,808.0303346249275,808.0303346249275,808.1041293330491,808.1041293330491,808.1148204999045,808.9703391660005,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,808.9805363328196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,16,90,up,0.5,2.0,2.0,30,808.9714041659608,808.9805363328196,809.4646262908354,809.4646262908354,809.5367247499526,809.5367247499526,809.5479039158672,810.1160864999983,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,810.1235103749204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,16,91,up,0.5,-0.5,-0.5,,810.1168436249718,810.1235103749204,810.6146969578695,810.6146969578695,810.6881067499053,810.6881067499053,810.6881067499053,812.0042670830153,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,812.0136519579682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,16,92,down,0.5,1.0,1.0,30,812.0053749999497,812.0136519579682,812.5056267499458,812.5056267499458,812.581776249921,812.581776249921,812.581776249921,813.9504067909438,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,813.9582094158977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,16,93,up,0.5,-2.5,-2.5,-30,813.9514197078533,813.9582094158977,814.4475510409102,814.4475510409102,814.5211755000055,814.5211755000055,814.5211755000055,815.3665300409775,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,2,0,2,,,,,,,,,,,,,,,,,,2,0,2,0,815.3742703748867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,16,94,down,0.5,-1.5,-1.5,,815.3676947078202,815.3742703748867,815.8647794579156,815.8647794579156,815.9379190828186,815.9379190828186,815.9379190828186,816.9880467078183,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
