center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,text_11.started,surround_practice.stopped,center_practice.stopped,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,530.645177749997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,19,112,down,0.5,2.5,2.5,30,530.6212061249971,530.645177749997,531.1215941249975,531.1215941249975,531.1954967499987,531.1954967499987,532.065207874999,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,532.0753109159996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,19,113,down,0.5,-4.5,-4.5,-30,532.0667913329962,532.0753109159996,532.5616830829968,532.5616830829968,532.6338239159959,532.6338239159959,533.7312587079941,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,533.7410209999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,20,114,up,0.5,3.0,3.0,30,533.7327559999976,533.7410209999944,534.2284969999964,534.2284969999964,534.3005672910003,534.3005672910003,534.7979615000004,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,534.808660374998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,20,115,up,0.5,-1.0,-1.0,30,534.7999910409999,534.808660374998,535.2951462079945,535.2951462079945,535.3671048329998,535.3671048329998,536.1985068329959,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,536.2080285409975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,20,116,up,0.5,-1.0,-1.0,,536.1999827909967,536.2080285409975,536.6952604580001,536.6952604580001,536.7680454579968,536.7680454579968,537.4286524579948,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,537.4342457499952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,20,117,up,0.5,-6.0,-6.0,-30,537.4298231659996,537.4342457499952,537.9214967500011,537.9214967500011,537.9957975829966,537.9957975829966,538.6979184160009,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,538.7077966659999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,20,118,down,0.5,-2.5,-2.5,,538.6993671659948,538.7077966659999,539.1953705829947,539.1953705829947,539.2671064159949,539.2671064159949,539.7555792499988,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,539.764868582999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,20,119,down,0.5,-5.0,-5.0,-30,539.7568702499993,539.764868582999,540.2542808329963,540.2542808329963,540.3291965409953,540.3291965409953,540.8080693749944,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,540.814325374995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,21,120,down,0.5,-6.5,-6.5,-30,540.8092277079995,540.814325374995,541.3047740409966,541.3047740409966,541.3792090409988,541.3792090409988,542.0315024999945,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,542.0418118749949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,21,121,up,0.5,-0.5,-0.5,30,542.0332992080002,542.0418118749949,542.528813082994,542.528813082994,542.6008783329962,542.6008783329962,543.1819939579946,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,543.1912047500009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,21,122,down,0.5,2.5,2.5,30,543.1832616659958,543.1912047500009,543.6787025000012,543.6787025000012,543.7511361249999,543.7511361249999,544.25456175,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,544.264136040998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,21,123,up,0.5,-4.5,-4.5,-30,544.2559775829941,544.264136040998,544.7545567909983,544.7545567909983,544.8293559579979,544.8293559579979,545.4880446249954,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,545.498003749999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,21,124,down,0.5,-1.5,-1.5,,545.4894331249961,545.498003749999,545.9879560829941,545.9879560829941,546.0627241659968,546.0627241659968,546.7487543329989,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,546.7586495829964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,21,125,down,0.5,-3.0,-3.0,,546.7502552079968,546.7586495829964,547.2454475829945,547.2454475829945,547.3175598329981,547.3175598329981,548.1816034160001,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,548.1913104579944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,22,126,up,0.5,-4.0,-4.0,-30,548.1829729999954,548.1913104579944,548.6788543329967,548.6788543329967,548.7520381249997,548.7520381249997,550.8655650410001,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,550.8753044580008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,22,127,up,0.5,-6.0,-6.0,-30,550.8671278749971,550.8753044580008,551.3624110829987,551.3624110829987,551.4356322079984,551.4356322079984,552.5381445829989,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,552.5475001249943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,22,128,up,0.5,3.0,3.0,30,552.5393164159977,552.5475001249943,553.0378471660006,553.0378471660006,553.1131174999973,553.1131174999973,553.7482295000009,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,553.7578557079978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,22,129,up,0.5,-2.5,-2.5,,553.7496042909988,553.7578557079978,554.2453396659985,554.2453396659985,554.3177320409959,554.3177320409959,554.9213332079962,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,554.946077749999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,22,130,up,0.5,0.0,0.0,30,554.9225653749963,554.946077749999,555.421938665997,555.421938665997,555.4963876659967,555.4963876659967,555.9541265410007,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,555.9794434159994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,22,131,up,0.5,-1.0,-1.0,,555.955575041,555.9794434159994,556.4551355410003,556.4551355410003,556.5297517910003,556.5297517910003,557.4656750829963,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,557.4762447079993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,23,132,up,0.5,3.5,3.5,30,557.467689582998,557.4762447079993,557.9626589580002,557.9626589580002,558.0346821249987,558.0346821249987,558.772050749998,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,558.7822587499977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,23,133,up,0.5,-0.5,-0.5,,558.7734994579951,558.7822587499977,559.2725622910002,559.2725622910002,559.3465559999968,559.3465559999968,559.8652620409994,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,559.8749465410001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,23,134,up,0.5,0.5,0.5,30,559.8667220409989,559.8749465410001,560.362765040998,560.362765040998,560.4350906249965,560.4350906249965,560.9499178749975,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,560.9602146659963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,23,135,up,0.5,-2.0,-2.0,,560.9517256659965,560.9602146659963,561.4462549159944,561.4462549159944,561.518247041,561.518247041,562.0714230000012,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,562.0812014580006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,23,136,up,0.5,-5.5,-5.5,-30,562.0728607909987,562.0812014580006,562.5723652079978,562.5723652079978,562.64689525,562.64689525,563.7587202909999,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,563.7652937079984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,23,137,down,0.5,-4.5,-4.5,-30,563.7599195000003,563.7652937079984,564.2552411659999,564.2552411659999,564.329879416,564.329879416,565.5830207499966,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,565.5927656659987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,24,138,up,0.5,-1.5,-1.5,,565.5844865830004,565.5927656659987,566.0788681659978,566.0788681659978,566.1525777499992,566.1525777499992,566.565581625,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,566.574777916001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,24,139,up,0.5,-5.0,-5.0,-30,566.5670012499977,566.574777916001,567.0630079159964,567.0630079159964,567.1349235829985,567.1349235829985,567.6995958749976,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,567.7092561659956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,24,140,up,0.5,0.0,0.0,,567.7009514999954,567.7092561659956,568.1962387079984,568.1962387079984,568.268945666001,568.268945666001,568.7656242499943,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,568.7753591250003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,24,141,up,0.5,1.0,1.0,30,568.7670365000013,568.7753591250003,569.2630109999955,569.2630109999955,569.335412249995,569.335412249995,570.121737333,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,570.1322768329992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,24,142,up,0.5,4.0,4.0,30,570.1231586249996,570.1322768329992,570.6228354159975,570.6228354159975,570.6971711250008,570.6971711250008,571.5167792079956,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,571.5267739159972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,24,143,up,0.5,-4.0,-4.0,-30,571.5185698329951,571.5267739159972,572.0131889159966,572.0131889159966,572.0854135829941,572.0854135829941,572.6550908749996,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,572.6656620829963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,25,144,down,0.5,-2.0,-2.0,,572.6564593329967,572.6656620829963,573.1556060410003,573.1556060410003,573.2305476249967,573.2305476249967,573.7160355409942,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,573.7260445829961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,25,145,up,0.5,1.5,1.5,30,573.7176356659984,573.7260445829961,574.2131882909962,574.2131882909962,574.2850029159963,574.2850029159963,574.7658710830001,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,574.7750903329943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,25,146,up,0.5,-3.5,-3.5,-30,574.7671340829984,574.7750903329943,575.263174707994,575.263174707994,575.3360395409982,575.3360395409982,575.9158035829969,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,575.9259985829995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,25,147,up,0.5,4.5,4.5,30,575.9172755830004,575.9259985829995,576.4132404999982,576.4132404999982,576.4853731249968,576.4853731249968,577.3662230409973,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,577.3764154579985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,25,148,down,0.5,-0.5,-0.5,,577.3681536250006,577.3764154579985,577.8632929160012,577.8632929160012,577.936356457998,577.936356457998,578.5331889999943,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,578.5429055409986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,25,149,down,0.5,-5.5,-5.5,-30,578.5347312499944,578.5429055409986,579.0301077499971,579.0301077499971,579.1023761249962,579.1023761249962,579.899381915995,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,579.908518790995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,26,150,down,0.5,1.0,1.0,30,579.9005473750003,579.908518790995,580.3967482910011,580.3967482910011,580.4689968749954,580.4689968749954,581.7544704159955,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,581.7641674159968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,27,151,down,0.5,0.5,0.5,30,581.7557349999988,581.7641674159968,582.256572499995,582.256572499995,582.3294507079991,582.3294507079991,583.3335922080005,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,592.1258275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,1,0,start,5,-15,-15,,592.1173528329964,592.1258275,592.6065349579949,592.6065349579949,592.6811835830013,592.6811835830013,593.2608717080002,0,583.3338153329969,583.3441397499992,583.3441397499992,592.105533832997,space,8.758268000005046,None,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,593.2664728749951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,1,1,start,5,15,15,-30,593.2619954580005,593.2664728749951,593.7561632910001,593.7561632910001,593.8309201250013,593.8309201250013,594.3668202499975,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,594.3763263750006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,1,2,start,5,15,15,30,594.3679774999982,594.3763263750006,594.8639344580006,594.8639344580006,594.9359393749983,594.9359393749983,595.4504089999973,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
