center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,text_12.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
-6,-15.0,,524,524,0,,,,,100,0,,,,,c-6,negs,0.5,period,1.336809375003213,None,None,,,,,,,,,,,0,524,524,323,960.8223124999931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.8135289999918,960.8223124999931,961.3068751669925,961.3068751669925,961.3068751669925,961.3799963749916,961.3799963749916,961.3799963749916,962.1658984999958,period,1.336809375003213,None,962.166126207987,962.1662147079915,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,-15.0,,525,525,0,,,,,100,0,,,,,c-4,negs,0.75,z,1.789809250010876,None,None,,,,,,,,,,,0,525,525,360,962.1767754579923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.1685989169928,962.1767754579923,962.9166945420002,962.9166945420002,962.9166945420002,962.9906480419886,962.9906480419886,962.9906480419886,963.9765048749978,z,1.789809250010876,None,963.9766859579977,963.9767405419989,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,0.0,,526,526,0,,,,,0,100,,,,,c-4,noss,1.0,z,1.5031350000062957,None,None,,,,,,,,,,,0,526,526,592,963.9887530419946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963.979470374994,963.9887530419946,964.9737677079975,964.9737677079975,964.9737677079975,965.0467031669978,965.0467031669978,965.0467031669978,965.4986721669993,z,1.5031350000062957,None,965.4988019169978,965.4988592919981,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,15.0,,527,527,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.0857106250041397,None,None,,,,,,,,,,,0,527,527,132,965.5100250830001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.501124041999,965.5100250830001,965.999530541987,965.999530541987,965.999530541987,966.0743773329887,966.0743773329887,966.0743773329887,966.5992384169949,z,1.0857106250041397,None,966.599358624997,966.5994025829859,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,-15.0,,528,528,0,,,,,100,0,,,,,c+0,negs,0.5,period,1.0769969999964815,None,None,,,,,,,,,,,0,528,528,422,966.6101461249928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966.6013136249967,966.6101461249928,967.1007445419964,967.1007445419964,967.1007445419964,967.1742902919941,967.1742902919941,967.1742902919941,967.6930772919877,period,1.0769969999964815,None,967.6931774999975,967.6932193329994,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
4,0.0,,529,529,0,,,,,0,100,,,,,c+4,noss,1.25,period,1.7617196250066627,None,None,,,,,,,,,,,0,529,529,730,967.7038187079888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.6951529169892,967.7038187079888,968.9399612499983,968.9399612499983,968.9399612499983,969.0139829999971,969.0139829999971,969.0139829999971,969.4768537919881,period,1.7617196250066627,None,969.4770108329976,969.4770639579947,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,0.0,,530,530,0,,,,,0,100,,,,,c-2,noss,1.25,z,1.7692286249948665,None,None,,,,,,,,,,,0,530,530,636,969.488691666993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969.4797510419885,969.488691666993,970.7238604999875,970.7238604999875,970.7238604999875,970.7959974999976,970.7959974999976,970.7959974999976,971.2607049999933,z,1.7692286249948665,None,971.2608567499992,971.2609122919966,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,0.0,,531,531,0,,,,,0,100,,,,,c-2,noss,1.0,z,1.978715540986741,None,None,,,,,,,,,,,0,531,531,630,971.2720689999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971.2632277919911,971.2720689999987,972.2572884999972,972.2572884999972,972.2572884999972,972.329381042,972.329381042,972.329381042,973.260002791998,z,1.978715540986741,None,973.2601693749893,973.260223041987,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
6,15.0,,532,532,0,,,,,100,0,,,,,c+6,poss,1.25,period,1.7760035829996923,None,None,,,,,,,,,,,0,532,532,255,973.272174999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973.2631349999865,973.272174999991,974.5074300829874,974.5074300829874,974.5074300829874,974.5791836249991,974.5791836249991,974.5791836249991,975.0607570419961,period,1.7760035829996923,None,975.0609042079886,975.0609625829966,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
6,-15.0,,533,533,0,,,,,100,0,,,,,c+6,negs,0.75,period,1.3870592919993214,None,None,,,,,,,,,,,0,533,533,526,975.0724472919974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975.063568624988,975.0724472919974,975.8077142919938,975.8077142919938,975.8077142919938,975.8787752079952,975.8787752079952,975.8787752079952,976.4657750829938,period,1.3870592919993214,None,976.4658871669963,976.4659285829985,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,15.0,,534,534,0,,,,,100,0,,,,,c+0,poss,1.0,z,1.560400332993595,None,None,,,,,,,,,,,0,534,534,145,976.4769166669867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.4679056669993,976.4769166669867,977.4670482499932,977.4670482499932,977.4670482499932,977.541400541988,977.541400541988,977.541400541988,978.0432937079895,z,1.560400332993595,None,978.0433907499973,978.0434411669994,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
4,0.0,,535,535,0,,,,,0,100,,,,,c+4,noss,0.75,period,1.3447826659976272,None,None,,,,,,,,,,,0,535,535,713,978.0539414999948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978.0453914999962,978.0539414999948,978.7908797499986,978.7908797499986,978.7908797499986,978.863137332999,978.863137332999,978.863137332999,979.4101727919915,period,1.3447826659976272,None,979.4102993749984,979.4103518749907,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
6,15.0,,536,536,0,,,,,100,0,,,,,c+6,poss,1.25,period,2.087991708001937,None,None,,,,,,,,,,,0,536,536,251,979.4210213749902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979.4125002499932,979.4210213749902,980.6576201249991,980.6576201249991,980.6576201249991,980.730013249995,980.730013249995,980.730013249995,981.5207032079925,period,2.087991708001937,None,981.5208063329919,981.5208500419976,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,-15.0,,537,537,0,,,,,100,0,,,,,c+0,negs,0.5,period,0.9868179589975625,None,None,,,,,,,,,,,0,537,537,416,981.5274436249892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981.5227926249936,981.5274436249892,982.0170835419995,982.0170835419995,982.0170835419995,982.0917097919883,982.0917097919883,982.0917097919883,982.517261541987,period,0.9868179589975625,None,982.5173819579941,982.5174343749968,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
2,15.0,,538,538,0,,,,,100,0,,,,,c+2,poss,0.5,z,1.094332332999329,None,None,,,,,,,,,,,0,538,538,164,982.5278583749896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982.5197258749977,982.5278583749896,983.0170787499956,983.0170787499956,983.0170787499956,983.0913841249858,983.0913841249858,983.0913841249858,983.6274272499868,z,1.094332332999329,None,983.6275849169906,983.6276391669962,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,-15.0,,539,539,0,,,,,100,0,,,,,c-4,negs,0.5,z,1.4927012080006534,None,None,,,,,,,,,,,0,539,539,359,983.6399316669995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983.6307720829936,983.6399316669995,984.1243220829929,984.1243220829929,984.1243220829929,984.196480499988,984.196480499988,984.196480499988,985.1440158329933,z,1.4927012080006534,None,985.1441460829956,985.1442082499998,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
6,-15.0,,540,540,0,,,,,100,0,,,,,c+6,negs,1.25,period,1.7362877920095343,None,None,,,,,,,,,,,0,540,540,540,985.1553541249887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985.146490041996,985.1553541249887,986.3911987920001,986.3911987920001,986.3911987920001,986.4634383329976,986.4634383329976,986.4634383329976,986.8943622919905,period,1.7362877920095343,None,986.8945243329945,986.8945866249996,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,-15.0,,541,541,0,,,,,100,0,,,,,c-4,negs,1.25,period,2.145588917002897,None,None,,,,,,,,,,,0,541,541,381,986.9060632079927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.8972753749986,986.9060632079927,988.1411243329931,988.1411243329931,988.1411243329931,988.213990874996,988.213990874996,988.213990874996,989.0613670829916,period,2.145588917002897,None,989.0614986250002,989.0615576249984,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-8,-15.0,,542,542,0,,,,,100,0,,,,,c-8,negs,1.25,z,2.189292666997062,None,None,,,,,,,,,,,0,542,542,313,989.0728064999857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989.0638041249913,989.0728064999857,990.3079267499998,990.3079267499998,990.3079267499998,990.3807909579918,990.3807909579918,990.3807909579918,991.2668140829919,z,2.189292666997062,None,991.2669357079867,991.2669874999992,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
8,-15.0,,543,543,0,,,,,100,0,,,,,c+8,negs,0.75,period,1.1674557499936782,None,None,,,,,,,,,,,0,543,543,552,991.2774122079863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.2689903329883,991.2774122079863,992.0180667919922,992.0180667919922,992.0180667919922,992.0918839579972,992.0918839579972,992.0918839579972,992.4501370419894,period,1.1674557499936782,None,992.4502629999915,992.4503152079997,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,0.0,,544,544,0,,,,,0,100,,,,,c-4,noss,1.0,z,1.5274625000020023,None,None,,,,,,,,,,,0,544,544,598,992.4611889999942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.4525697499921,992.4611889999942,993.4506364579865,993.4506364579865,993.4506364579865,993.5252762079908,993.5252762079908,993.5252762079908,993.993792874986,z,1.5274625000020023,None,993.9938953329984,993.9939366249891,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
4,-15.0,,545,545,0,,,,,100,0,,,,,c+4,negs,0.75,period,1.1894699999975273,None,None,,,,,,,,,,,0,545,545,492,994.0044643749861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993.9958984169934,994.0044643749861,994.7406986669957,994.7406986669957,994.7406986669957,994.8144028329989,994.8144028329989,994.8144028329989,995.2003751669981,period,1.1894699999975273,None,995.2004812499945,995.2005223749875,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,15.0,,546,546,0,,,,,100,0,,,,,c-4,poss,0.5,z,1.1496952500019688,None,None,,,,,,,,,,,0,546,546,65,995.2109784169879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995.202505874986,995.2109784169879,995.7004782919976,995.7004782919976,995.7004782919976,995.7753624999896,995.7753624999896,995.7753624999896,996.366787957988,z,1.1496952500019688,None,996.3669124169974,996.366963374996,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
8,15.0,,547,547,0,,,,,100,0,,,,,c+8,poss,0.75,period,1.7191575829929207,None,None,,,,,,,,,,,0,547,547,269,996.3778193329927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996.3689807919873,996.3778193329927,997.1175564999867,997.1175564999867,997.1175564999867,997.1920658749877,997.1920658749877,997.1920658749877,998.0996309579932,period,1.7191575829929207,None,998.0997290419909,998.0997701669985,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,15.0,,548,548,0,,,,,100,0,,,,,c+0,poss,1.0,z,1.494365792008466,None,None,,,,,,,,,,,0,548,548,151,998.1107572079927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998.101692917,998.1107572079927,999.1008573749859,999.1008573749859,999.1008573749859,999.1753374579857,999.1753374579857,999.1753374579857,999.6101466669934,z,1.494365792008466,None,999.6102813329926,999.6103371669888,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,0.0,,549,549,0,,,,,0,100,,,,,c-4,noss,1.25,z,1.7772270840068813,None,None,,,,,,,,,,,0,549,549,605,999.6216525419877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.6126177079859,999.6216525419877,1000.8581943329918,1000.8581943329918,1000.8581943329918,1000.9303472499887,1000.9303472499887,1000.9303472499887,1001.402208457992,z,1.7772270840068813,None,1001.4023377919948,1001.4023938749888,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
6,15.0,,550,550,0,,,,,100,0,,,,,c+6,poss,0.5,z,1.1409999169991352,None,None,,,,,,,,,,,0,550,550,231,1001.4124610829895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.4045214169892,1001.4124610829895,1001.9007977499859,1001.9007977499859,1001.9007977499859,1001.9754473329958,1001.9754473329958,1001.9754473329958,1002.5612364579865,z,1.1409999169991352,None,1002.5613989169942,1002.561455499992,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
8,-15.0,,551,551,0,,,,,100,0,,,,,c+8,negs,0.5,period,0.986225792003097,None,None,,,,,,,,,,,0,551,551,548,1002.5730330419901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002.56416179199,1002.5730330419901,1003.0584089579934,1003.0584089579934,1003.0584089579934,1003.1303718749987,1003.1303718749987,1003.1303718749987,1003.5630542919971,period,0.986225792003097,None,1003.5631989999965,1003.5632541669911,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
4,-15.0,,552,552,0,,,,,100,0,,,,,c+4,negs,1.0,period,1.5778924580081366,None,None,,,,,,,,,,,0,552,552,497,1003.574774875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.5658364999981,1003.574774875,1004.5584402919922,1004.5584402919922,1004.5584402919922,1004.6320077499986,1004.6320077499986,1004.6320077499986,1005.1610282079928,period,1.5778924580081366,None,1005.1611982079921,1005.1612532919971,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,15.0,,553,553,0,,,,,100,0,,,,,c-2,poss,0.75,z,1.2493792079912964,None,None,,,,,,,,,,,0,553,553,106,1005.1692853329878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.162770666997,1005.1692853329878,1005.9084117499879,1005.9084117499879,1005.9084117499879,1005.9807031249948,1005.9807031249948,1005.9807031249948,1006.4283944579947,z,1.2493792079912964,None,1006.4285364579991,1006.428589624993,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,0.0,,554,554,0,,,,,0,100,,,,,c+0,noss,0.75,z,1.4162809579866007,None,None,,,,,,,,,,,0,554,554,650,1006.4399608329986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006.430812666993,1006.4399608329986,1007.1752160829928,1007.1752160829928,1007.1752160829928,1007.2483632919902,1007.2483632919902,1007.2483632919902,1007.8618323749979,z,1.4162809579866007,None,1007.862010249999,1007.8620759169862,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
8,-15.0,,555,555,0,,,,,100,0,,,,,c+8,negs,0.75,period,1.2469324999983655,None,None,,,,,,,,,,,0,555,555,556,1007.8741366249888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007.8649209579889,1007.8741366249888,1008.608433292,1008.608433292,1008.608433292,1008.6809560419933,1008.6809560419933,1008.6809560419933,1009.1279987499875,period,1.2469324999983655,None,1009.1281193329924,1009.1281710829935,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
8,15.0,,556,556,0,,,,,100,0,,,,,c+8,poss,0.75,z,2.004121124991798,None,None,,,,,,,,,,,0,556,556,266,1009.1388440419978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009.1303045419918,1009.1388440419978,1009.8751989579905,1009.8751989579905,1009.8751989579905,1009.948417541993,1009.948417541993,1009.948417541993,1011.1460786669923,z,2.004121124991798,None,1011.1462231249898,1011.1462784579926,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
2,15.0,,557,557,0,,,,,100,0,,,,,c+2,poss,1.25,z,1.9349067919974914,None,None,,,,,,,,,,,0,557,557,191,1011.1578021669993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.148645874986,1011.1578021669993,1012.3920940829994,1012.3920940829994,1012.3920940829994,1012.464288749994,1012.464288749994,1012.464288749994,1013.098674791996,z,1.9349067919974914,None,1013.0987687499874,1013.0988084579876,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,15.0,,558,558,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.0111334590037586,None,None,,,,,,,,,,,0,558,558,135,1013.109380541995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.1007695419976,1013.109380541995,1013.5921072499914,1013.5921072499914,1013.5921072499914,1013.664044124991,1013.664044124991,1013.664044124991,1014.128165541988,z,1.0111334590037586,None,1014.1282914579933,1014.1283428749884,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-8,15.0,,559,559,0,,,,,100,0,,,,,c-8,poss,0.5,z,1.1534525000024587,None,None,,,,,,,,,,,0,559,559,4,1014.1394184579985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.1306178329978,1014.1394184579985,1014.6254294579994,1014.6254294579994,1014.6254294579994,1014.6969622079923,1014.6969622079923,1014.6969622079923,1015.2957820829906,z,1.1534525000024587,None,1015.2959247079998,1015.2959834169887,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-8,-15.0,,560,560,0,,,,,100,0,,,,,c-8,negs,0.5,z,1.0947032909898553,None,None,,,,,,,,,,,0,560,560,289,1015.3080882499926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.299197417,1015.3080882499926,1015.7922396669892,1015.7922396669892,1015.7922396669892,1015.8645281249919,1015.8645281249919,1015.8645281249919,1016.4117017079989,z,1.0947032909898553,None,1016.4118716249941,1016.4119286669884,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,-15.0,,561,561,0,,,,,100,0,,,,,c-2,negs,1.0,period,1.553421624994371,None,None,,,,,,,,,,,0,561,561,405,1016.4239858329966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016.4149084999954,1016.4239858329966,1017.4088247499894,1017.4088247499894,1017.4088247499894,1017.4812048329914,1017.4812048329914,1017.4812048329914,1017.9843666669913,period,1.553421624994371,None,1017.9844890419918,1017.9845435419993,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
